const,const_lo,const_hi,lam1,lam1_lo,lam1_hi,amp1,amp1_lo,amp1_hi,sigma1,sigma1_lo,sigma1_hi,gamma1,gamma1_lo,gamma1_hi,lam2,lam2_lo,lam2_hi,amp2,amp2_lo,amp2_hi,sigma2,sigma2_lo,sigma2_hi,gamma2,gamma2_lo,gamma2_hi
1.0045277743470196,0.003087646182601045,0.0030227556201614103,10830.06185859673,0.019739318975553033,0.02167293328056985,0.2840530368949251,0.009031934178217016,0.009839815901694526,0.6854910668798273,0.021782641319207707,0.021520437885308885,0.017488179846672836,0.008536602024040683,0.02177118763257658,10833.123919533988,0.026757394984088023,0.023860762599724694,0.6294473355194989,0.049293001004618975,0.03611378716336633,0.10662849327717247,0.08796977393911748,0.25486642179622765,1.117609227030379,0.1578460041890416,0.07234240196928887
0.9976338503719394,0.002689018400102383,0.002671026071062621,10830.074823906209,0.019730301881281775,0.02042411858383275,0.28309638710063545,0.00881257023552029,0.009928549812425636,0.704447206745842,0.01978229504363138,0.02162311350319024,0.014422264099520497,0.005763232075094467,0.01668953437183033,10833.262517046946,0.02350672346256033,0.02076067347479693,0.5917481367217563,0.031750786964367284,0.030645501761452976,0.04056742462733351,0.028192055173123287,0.11872266407797116,1.0629224558547985,0.064509933887958,0.060366610978692004
1.0017814400769174,0.0025362708764237185,0.002720077037104307,10830.045555658333,0.018334907234020648,0.018602137748530367,0.26877925682644116,0.008728520525518868,0.008902391055832515,0.691195402858067,0.021672700585225635,0.018632437918981504,0.013018324042459062,0.004777077469187032,0.014977908519607685,10833.237193627756,0.024429477263765875,0.022699634057062212,0.7012870129290878,0.03408087897432144,0.037833501701017624,0.03148932259455342,0.02045677991845661,0.08180179291491665,1.2552056064821748,0.06431753743620083,0.06811855130129696
1.0013966849432605,0.002699428338996279,0.0025407836753099655,10830.069660486472,0.018500263493478997,0.01865928660481586,0.2859934258599647,0.008545768781039076,0.008447742260904945,0.7240492173484413,0.01852404242668859,0.018359808626938312,0.013274641134720273,0.005097116544443576,0.014327564856326306,10833.281585465653,0.021871128414204577,0.022722120505932253,0.6941916433582169,0.03318780254698872,0.03605543988536031,0.0404330571077216,0.02863047752749755,0.13617840053021005,1.2634066332537701,0.06741064175797273,0.06565592116260266
1.047501252064854,0.00808024972954402,0.008119768641378977,10829.9840877932,0.03396665200125426,0.03323088289835141,0.3255081742403231,0.018328674399027467,0.01994588637820427,0.7108812278202512,0.03787087082415941,0.0350509471883762,0.01997490299477022,0.010661933289063513,0.031018973083949457,10833.417931308533,0.06382009935077804,0.07363293086746125,1.2908428598241346,0.15319982434207002,0.15618247015877218,0.0690063875740278,0.05522495361284979,0.23781977983802202,1.9659900632360499,0.21228134418097655,0.2010841633784799
1.0103848246356317,0.006602131277956724,0.007204937894614405,10829.934654330511,0.03221782351283764,0.03265241867484292,0.3010056685411724,0.01787191668705046,0.023434056631834232,0.6169930811439693,0.041799672817265265,0.035802032802350614,0.03148893980616513,0.020682270924616407,0.08037688840388502,10833.241594039384,0.05816283590866078,0.06469341108640947,0.891661950986406,0.1197229224868609,0.11339698983990265,0.11658284516273708,0.10059183941589175,0.474847861544448,1.477460553203131,0.3065318298823434,0.19253149734322084
1.0012167888565326,0.004734996559953464,0.006534182371541464,10830.034715470309,0.023208582919323817,0.022542288912518416,0.31418060627312805,0.013612553278074035,0.014228804368923209,0.7194937953271927,0.025524181393732248,0.02513099934381058,0.022500981943793817,0.013066462697411059,0.039991639717153214,10833.272528499961,0.036042671288669226,0.03333313681287109,0.7006477044875412,0.08539183460336086,0.13833290084003758,0.695273777518473,0.5302009922546232,0.2227618669743503,0.9813055119314898,0.33744248203014415,0.47840608539015406
1.010184498025206,0.004408625454053627,0.004231578195222019,10830.07632011713,0.022961952721743728,0.024214949553424958,0.30728304657626176,0.01335064686663906,0.012437332707878779,0.7023294152301348,0.028635340495949402,0.026663125261805587,0.019961838456665323,0.010120842695167304,0.03470664010045599,10833.26786406829,0.038906398933249875,0.03656454387237318,0.8457347719967763,0.07237132631681265,0.06629041569532546,0.12377019490116833,0.10805433860167157,0.3355876052381861,1.4443244001867546,0.19854638001160518,0.11938998921997124
1.0125763503340632,0.005737156117902487,0.004881291061882731,10830.021479354004,0.019906146841094596,0.02056026280297374,0.32620450442161597,0.011656234614283889,0.012067910724055053,0.7172495350528623,0.022682749605117736,0.023048491195044818,0.01947035980003689,0.009799413759778055,0.028255941402743512,10833.313221203753,0.03272687088428938,0.030533827288309112,0.8419714705377144,0.11777937017044715,0.11180738851702077,0.5101460259322643,0.4727912938469365,0.28451950398658044,1.35241671773572,0.3736568120480931,0.3027628004784009
1.0127119318276838,0.004824087524095688,0.004040772717918362,10830.053229452713,0.01930534924576932,0.021021140002631,0.3229485439494266,0.013624029087858813,0.014909076913444508,0.7262664195613318,0.028037211908531257,0.02381306944478523,0.02138086175134877,0.011555245460657003,0.04222965111389471,10833.37117933431,0.036504866808172665,0.041165291469951626,0.8499797282911246,0.10902221815216162,0.0902662506803521,0.5352489730683053,0.48820998850615327,0.28965569124470725,1.4164703751855585,0.37466155568081083,0.2729743605354449
1.006936329808838,0.0031624865052333195,0.0030391233789448524,10830.047665471864,0.016560129612116725,0.01799998162096017,0.29861084766666535,0.009114376330843554,0.00868259916191605,0.6912339941115928,0.020358693020127494,0.018152939395626566,0.016579914081319577,0.007885136939810184,0.020255638010139333,10833.260547404905,0.02622968099421996,0.02757428469340084,0.8422598190077331,0.05074296085551999,0.04986200003184704,0.0793989850224402,0.0653122119629151,0.29294719318134044,1.4981518112297871,0.127980031711036,0.08710788099308231
1.0139858423673047,0.004937010375537509,0.0044983895083310355,10830.012267723789,0.019274856791525963,0.020792250557860825,0.3057001778429963,0.01261844930236955,0.012230009373738526,0.7014777611631602,0.025389924653662743,0.021023338176454187,0.018426856161696273,0.009635170826756887,0.027717172704995588,10833.308091059913,0.036669339391664835,0.04009495061291091,0.9014769329438195,0.0940355361871622,0.07675213443695894,0.19092831327609872,0.16962798318498398,0.4247714065480125,1.606684088584415,0.3015592369170037,0.1434372690304473
1.0058935167900445,0.004386747585808148,0.0037914433871168995,10830.097548373775,0.02319564663412166,0.02623657179356087,0.3001711112064936,0.01291312595151406,0.012227707210729577,0.7061626482346579,0.027227135990445128,0.023630746800171076,0.02143989994499171,0.01195366541906993,0.03919857858888735,10833.273629971254,0.03589354357245611,0.036986146895287675,0.8206753880830329,0.07724099751515745,0.061365085097432104,0.08229370012764112,0.06644309883245762,0.374390692365166,1.4409499548929574,0.22082267987449478,0.1046140065465817
