wl,flux
10820.828542387671,0.0032355598374152507
10820.907642117696,0.01714035857530531
10820.986731938128,0.011942480759759445
10821.065811846483,-0.00013999686430476044
10821.144881840284,-0.007574711461383383
10821.223941917055,0.007076278620996857
10821.302992074316,0.0035058524970568296
10821.3820323096,0.001319534195882861
10821.461062620436,0.001395165318297283
10821.540083004356,0.02576771850275199
10821.619093458896,0.008340630928359544
10821.698093981593,0.012392412498142564
10821.777084569992,0.004966157359102257
10821.856065221627,0.01359770914701045
10821.935035934053,0.0003666410963401468
10822.013996704814,0.008629766497713603
10822.09294753146,-0.008885055204316053
10822.171888411547,0.013291369121485057
10822.250819342626,0.013081613657756272
10822.329740322257,-0.014388908220527248
10822.408651348,0.013438234781057384
10822.487552417422,0.01816727026727059
10822.566443528083,0.012899708581277241
10822.645324677555,0.01944206307462131
10822.724195863406,0.0117121047091013
10822.803057083209,0.022674472494477203
10822.881908334542,0.01816751149935922
10822.960749614984,0.012361423153882965
10823.03958092211,0.0017888240178101636
10823.118402253507,0.012603779894049236
10823.19721360676,0.010126192603070178
10823.27601497946,0.004266992144223543
10823.35480636919,0.010793525088311502
10823.43358777355,0.015108504566157506
10823.512359190134,0.01794955778777661
10823.591120616538,0.008291661770749461
10823.669872050365,-0.01050086488538542
10823.748613489217,0.011874095206849884
10823.827344930696,0.008964211250708199
10823.906066372418,0.002466022100905044
10823.984777811987,0.012769908388796124
10824.06347924702,0.015014641252366106
10824.14217067513,0.009797782348829177
10824.220852093935,0.014534129955601525
10824.299523501057,0.005258514565995384
10824.378184894118,0.0031970364820955947
10824.456836270743,0.004834646471474925
10824.535477628562,0.0137553376684875
10824.614108965205,0.006748333561698702
10824.692730278306,0.005004573752634989
10824.771341565496,0.012010126383523218
10824.849942824416,-0.0027492030611834264
10824.928534052708,-0.01753594700930723
10825.007115248012,0.004853640782731988
10825.085686407974,-0.015957638140417632
10825.164247530247,-0.0032243263091582277
10825.242798612473,0.003948548268458004
10825.321339652312,0.003710536740268372
10825.399870647414,0.0004200237744882637
10825.478391595441,0.00122918868698935
10825.55690249405,0.007388120279432202
10825.635403340908,0.011494292914236582
10825.713894133676,0.012732574550480331
10825.792374870025,0.008059422589775638
10825.870845547623,0.005141017908668419
10825.949306164146,0.005532325187244642
10826.027756717265,0.0048471466144181154
10826.106197204663,0.010069285780109728
10826.184627624016,0.003834944347294752
10826.263047973007,0.013716863251764834
10826.341458249322,0.004260117761632827
10826.41985845065,0.010682363623389545
10826.498248574679,0.0073597705784344165
10826.576628619101,0.001633492443226722
10826.654998581616,-0.0032569278926556844
10826.733358459918,0.002060549162372179
10826.811708251706,0.010400682439806632
10826.890047954685,0.010375889876029765
10826.968377566558,0.0057133017552283
10827.046697085036,0.021571326389642823
10827.125006507824,0.015523742904575269
10827.203305832638,0.01082768990306981
10827.281595057191,0.0029672193685958757
10827.359874179203,-0.0039034239552340087
10827.43814319639,-0.004161625748680539
10827.51640210648,0.017099288035218877
10827.594650907191,0.012010830510564762
10827.672889596255,0.007450131673482327
10827.751118171402,0.007708938311835535
10827.82933663036,-0.0026319179379766756
10827.907544970869,0.012596632314638652
10827.98574319066,0.008255175949038589
10828.06393128748,0.014713107120529862
10828.142109259063,0.017165939713726073
10828.22027710316,0.022696537612574796
10828.298434817516,0.02007189770829583
10828.37658239988,0.015220829022511009
10828.454719848003,0.0082926947322489
10828.532847159642,0.0132676569092952
10828.610964332553,0.03129401013339075
10828.689071364495,0.02698795944124809
10828.76716825323,0.02047142507214887
10828.84525499652,0.02671246675567082
10828.923331592136,0.02629401426876716
10829.001398037843,0.017953423241006527
10829.079454331417,0.02665989905192686
10829.157500470626,0.03427161319524516
10829.235536453254,0.042763320569188655
10829.313562277073,0.02218191991976328
10829.39157793987,0.025994547267092445
10829.469583439426,0.03778404846709442
10829.547578773529,0.018558355966594452
10829.625563939966,0.025855004730446954
10829.703538936528,0.021099703627690203
10829.781503761013,0.017698117184065984
10829.859458411212,0.018202307797775503
10829.937402884925,0.020608105701074388
10830.015337179957,-0.0020334618478275316
10830.093261294105,0.005382865504236236
10830.17117522518,0.022702200896373582
10830.24907897099,0.012244335352570957
10830.326972529343,-0.0001941310757244373
10830.404855898056,0.01628358000809392
10830.48272907494,0.020834789536191348
10830.560592057818,0.027729979653428362
10830.638444844511,0.027165980320831045
10830.716287432837,0.022350292503499344
10830.794119820624,0.038355351626871564
10830.871942005702,0.025832576369371144
10830.949753985902,0.04034635046823837
10831.027555759054,0.01804918301453976
10831.105347322995,0.029706743012581048
10831.183128675559,0.02669075598667705
10831.260899814592,0.03782364025324484
10831.338660737933,0.05132266248195639
10831.41641144343,0.044007425739348294
10831.494151928926,0.0583244795137451
10831.571882192275,0.05314171201510194
10831.649602231328,0.05126784663854817
10831.727312043939,0.05713367668659731
10831.805011627966,0.07173588993224084
10831.882700981272,0.07340031887960577
10831.960380101715,0.07156738975153273
10832.038048987157,0.06665965688161798
10832.115707635472,0.07876237050746013
10832.193356044521,0.08690775080916485
10832.27099421219,0.08469896163433105
10832.348622136336,0.10305479685855869
10832.426239814848,0.062352691045798
10832.5038472456,0.07690405614246583
10832.581444426474,0.1020014453997618
10832.659031355357,0.09549735216808058
10832.736608030133,0.1008219627968894
10832.814174448687,0.08406000742317461
10832.891730608919,0.10456870973209643
10832.969276508715,0.10001774689303718
10833.046812145976,0.09393088560350765
