wl	flux	unc
10887.35617	0.026977081	0.000269771
10887.4257	0.016313314	0.000163133
10887.49521	0.02121345	0.000212134
10887.56472	0.009917559	9.91756E-05
10887.63421	0.008062784	8.06278E-05
10887.70369	0.016119575	0.000161196
10887.77316	0.025223617	0.000252236
10887.84261	0.015641992	0.00015642
10887.91206	0.012202416	0.000122024
10887.98149	0.015251741	0.000152517
10888.05092	0.015576929	0.000155769
10888.12033	0.004716198	4.7162E-05
10888.18973	0.014800944	0.000148009
10888.25912	0.008513147	8.51315E-05
10888.3285	0.015332577	0.000153326
10888.39787	0.010179788	0.000101798
10888.46722	0.000305681	3.05681E-06
10888.53657	0.015596693	0.000155967
10888.6059	0.00680363	6.80363E-05
10888.67522	0.006119735	6.11973E-05
10888.74453	0.013931353	0.000139314
10888.81383	0.003929186	3.92919E-05
10888.88312	0.022305138	0.000223051
10888.9524	0.008257556	8.25756E-05
10889.02167	-0.002514702	-2.5147E-05
10889.09092	0.01631444	0.000163144
10889.16017	0.00966469	9.66469E-05
10889.2294	0.010279046	0.00010279
10889.29862	-0.006296228	-6.29623E-05
10889.36783	0.004280748	4.28075E-05
10889.43703	0.008567773	8.56777E-05
10889.50621	0.001299886	1.29989E-05
10889.57539	0.007593123	7.59312E-05
10889.64455	0.008334064	8.33406E-05
10889.71371	-0.003449279	-3.44928E-05
10889.78285	-0.001418293	-1.41829E-05
10889.85198	0.005339203	5.3392E-05
10889.9211	0.007036107	7.03611E-05
10889.99021	0.012788801	0.000127888
10890.05931	0.012531446	0.000125314
10890.12839	0.014735304	0.000147353
10890.19747	0.015209134	0.000152091
10890.26653	0.008977899	8.9779E-05
10890.33558	0.016311156	0.000163112
10890.40462	0.004192803	4.1928E-05
10890.47365	0.006467535	6.46753E-05
10890.54267	0.003267981	3.26798E-05
10890.61168	0.016501825	0.000165018
10890.68067	0.011322671	0.000113227
10890.74966	0.015924527	0.000159245
10890.81863	0.015040109	0.000150401
10890.88759	0.018026515	0.000180265
10890.95654	-0.002212224	-2.21222E-05
10891.02548	0.011339774	0.000113398
10892.26446	-0.000944279	-9.44279E-06
10892.33318	0.003534144	3.53414E-05
10892.4019	0.012358664	0.000123587
10892.4706	0.009864298	9.8643E-05
10892.53929	0.021080953	0.00021081
10892.60797	0.00730325	7.30325E-05
10892.67664	0.011915705	0.000119157
10892.7453	0.010746287	0.000107463
10892.81394	-0.007786993	-7.78699E-05
10892.88258	0.000577402	5.77402E-06
10892.9512	-0.013283775	-0.000132838
10893.01981	-0.013437974	-0.00013438
10893.08841	-0.001526515	-1.52651E-05
10893.157	0.009781569	9.78157E-05
10893.22558	0.00815686	8.15686E-05
10893.29415	0.020431185	0.000204312
10893.3627	0.016375277	0.000163753
10893.43124	0.011262226	0.000112622
10893.49978	0.020722333	0.000207223
10893.5683	0.00908043	9.08043E-05
10893.63681	0.01213303	0.00012133
10893.70531	0.007965001	7.965E-05
10893.7738	0.006116863	6.11686E-05
10893.84227	0.018727054	0.000187271
10893.91074	0.010275196	0.000102752
10893.97919	0.008482506	8.48251E-05
10894.04763	0.012370475	0.000123705
10894.11606	0.013389082	0.000133891
10894.18448	0.007791354	7.79135E-05
10894.25289	0.016168771	0.000161688
10894.32129	0.01345518	0.000134552
10894.38967	0.007036337	7.03634E-05
10894.45805	-0.000459357	-4.59357E-06
10894.52641	-0.004143945	-4.14395E-05
10894.59476	-0.014400693	-0.000144007
10895.61868	0.000929333	9.29333E-06
10895.68686	0.006955669	6.95567E-05
10895.75501	0.011044228	0.000110442
10895.82316	0.010672178	0.000106722
10895.8913	-0.00351641	-3.51641E-05
10895.95942	0.012789811	0.000127898
10896.02754	0.009553795	9.5538E-05
10896.09564	0.013189929	0.000131899
10896.16373	0.014609004	0.00014609
10896.23181	0.011512181	0.000115122
10896.29988	0.011434907	0.000114349
10896.36794	0.014112008	0.00014112
10896.43599	0.003181796	3.1818E-05
10896.50402	0.01181335	0.000118134
10896.57204	0.014025228	0.000140252
10896.64006	0.020753688	0.000207537
10896.70806	0.003638339	3.63834E-05
10896.77605	0.017808636	0.000178086
10896.84403	0.008584345	8.58435E-05
10896.91199	0.016856448	0.000168564
10896.97995	0.026509784	0.000265098
10897.04789	0.010982231	0.000109822
10897.11582	0.015575176	0.000155752
10897.18375	0.008360206	8.36021E-05
10897.25166	0.012360809	0.000123608
10897.31956	0.012327357	0.000123274
10897.38744	0.011423926	0.000114239
10897.45532	0.01521777	0.000152178
10897.52318	0.021896381	0.000218964
10897.59104	0.010984029	0.00010984
10897.65888	0.004779189	4.77919E-05
10897.72671	0.00735214	7.35214E-05
10897.79453	0.016612697	0.000166127
10897.86234	0.022772932	0.000227729
10897.93014	0.010943725	0.000109437
10897.99792	0.021110166	0.000211102
10898.06569	0.011237713	0.000112377
10898.13346	0.021241301	0.000212413
10898.20121	0.018581268	0.000185813
10898.26895	0.01657015	0.000165702
10898.33668	0.033899756	0.000338998
10898.4044	0.01535445	0.000153544
10898.4721	0.012870576	0.000128706
10898.5398	0.023781866	0.000237819
10898.60748	0.020513236	0.000205132
10898.67515	0.028958748	0.000289587
10898.74281	0.01780559	0.000178056
10898.81046	0.022851378	0.000228514
10898.8781	0.000237946	2.37946E-06
10898.94573	0.025705517	0.000257055
10899.01334	0.029933641	0.000299336
10899.08095	0.015754953	0.00015755
10899.14854	0.004879711	4.87971E-05
10899.21612	0.023457178	0.000234572
10899.28369	0.000612417	6.12417E-06
10899.35125	0.013580115	0.000135801
10899.41879	0.006525552	6.52555E-05
10899.48633	0.025784326	0.000257843
10899.55385	0.02080817	0.000208082
10899.62137	0.017734833	0.000177348
10899.68887	0.030773595	0.000307736
10899.75636	0.022504644	0.000225046
10899.82384	0.010628893	0.000106289
10899.89131	0.006096865	6.09687E-05
10899.95876	0.020266284	0.000202663
10900.02621	0.01172221	0.000117222
10900.09364	0.014541545	0.000145415
10900.16106	0.024069441	0.000240694
10900.22847	0.011915187	0.000119152
10900.29587	0.017502106	0.000175021
10900.36326	0.020411578	0.000204116
10900.43064	-6.90E-05	-6.89641E-07
10900.498	0.015582214	0.000155822
10900.56536	0.011240711	0.000112407
10900.6327	0.013182651	0.000131827
10900.70003	0.020326494	0.000203265
10900.76735	0.010774166	0.000107742
10900.83466	0.003792812	3.79281E-05
10900.90196	0.006751548	6.75155E-05
10900.96924	0.030239812	0.000302398
10901.03652	0.007994367	7.99437E-05
10901.10378	0.006579445	6.57944E-05
10901.17103	0.006034419	6.03442E-05
10902.11136	0.004999472	4.99947E-05
10902.17844	0.004108213	4.10821E-05
10902.24551	0.004999883	4.99988E-05
10902.31257	0.015035744	0.000150357
10902.37962	0.009487755	9.48776E-05
10902.44665	0.005284107	5.28411E-05
10902.51368	0.017395079	0.000173951
10902.58069	0.009290528	9.29053E-05
10902.64769	0.003355455	3.35545E-05
10902.71468	0.007616757	7.61676E-05
10902.78166	0.008414821	8.41482E-05
10902.84863	0.012399043	0.00012399
10902.91559	0.013396348	0.000133963
10902.98253	0.015440606	0.000154406
10903.04946	0.003930789	3.93079E-05
10903.11639	0.008136518	8.13652E-05
10903.1833	-0.002346038	-2.34604E-05
10904.58578	-0.000609015	-6.09015E-06
10904.65244	0.013426426	0.000134264
10904.71909	-0.001187931	-1.18793E-05
10904.78573	0.009233462	9.23346E-05
10904.85235	0.000729377	7.29377E-06
10904.91897	0.000580601	5.80601E-06
10904.98557	-0.002193682	-2.19368E-05
10905.05216	0.012545116	0.000125451
10905.11874	0.016097693	0.000160977
10905.18531	-0.004246969	-4.24697E-05
10905.25187	0.006694738	6.69474E-05
10905.31841	0.013262229	0.000132622
10905.38495	0.003164511	3.16451E-05
10905.45147	0.015049225	0.000150492
10905.51798	0.006411474	6.41147E-05
10905.58448	0.024755802	0.000247558
10905.65097	0.007471586	7.47159E-05
10905.71745	0.001590673	1.59067E-05
10905.78391	0.002626088	2.62609E-05
10905.85037	0.005389684	5.38968E-05
10905.91681	0.010765652	0.000107657
10905.98324	-0.000821025	-8.21025E-06
10906.04966	-0.00150685	-1.50685E-05
10906.11607	-0.005140306	-5.14031E-05
10907.0446	0.008023647	8.02365E-05
10907.11084	0.005975341	5.97534E-05
10907.17706	0.017000448	0.000170004
10907.24328	0.001903087	1.90309E-05
10907.30948	0.026459069	0.000264591
10907.37567	0.013093898	0.000130939
10907.44185	0.016743028	0.00016743
10907.50802	0.01097477	0.000109748
10907.57418	0.020383647	0.000203836
10907.64033	0.009877366	9.87737E-05
10907.70646	0.00282564	2.82564E-05
10907.77259	0.008640935	8.64093E-05
10907.8387	0.007025288	7.02529E-05
10907.9048	0.016842979	0.00016843
10907.97089	0.000277685	2.77685E-06
10908.03697	0.007909877	7.90988E-05
10908.10303	0.012475807	0.000124758
10908.16909	0.012856916	0.000128569
10908.23513	0.00795356	7.95356E-05
10908.30116	0.018682606	0.000186826
10908.36718	0.013746344	0.000137463
10908.43319	0.018395696	0.000183957
10908.49919	0.013184252	0.000131843
10908.56518	0.011283251	0.000112833
10908.63115	0.020782562	0.000207826
10908.69711	0.012964857	0.000129649
10908.76307	0.015095495	0.000150955
10908.82901	0.002799679	2.79968E-05
10908.89494	0.007821862	7.82186E-05
10908.96085	0.017220733	0.000172207
10909.02676	0.001045187	1.04519E-05
10909.09266	0.020447068	0.000204471
10909.15854	0.004043907	4.04391E-05
10909.22441	0.018721066	0.000187211
10909.29027	0.016048884	0.000160489
10909.35612	0.013060228	0.000130602
10909.42196	0.012395818	0.000123958
10909.48779	0.016986515	0.000169865
10909.5536	0.024078757	0.000240788
10909.6194	0.021441136	0.000214411
10909.6852	0.007358602	7.3586E-05
10909.75098	0.024935402	0.000249354
10909.81675	0.016385996	0.00016386
10909.8825	0.012490121	0.000124901
10909.94825	0.011497124	0.000114971
10910.01398	0.016857649	0.000168576
10910.07971	0.012820755	0.000128208
10910.14542	0.024787188	0.000247872
10910.21112	0.024014127	0.000240141
10910.27681	0.005893941	5.89394E-05
10910.34249	0.0212646	0.000212646
10910.40815	0.025874679	0.000258747
10910.47381	0.01914202	0.00019142
10910.53945	0.014351343	0.000143513
10910.60508	0.007449599	7.4496E-05
10910.6707	0.0162634	0.000162634
10910.73631	0.020067896	0.000200679
10910.80191	0.013112052	0.000131121
10910.8675	0.016857332	0.000168573
10910.93307	0.021529953	0.0002153
10910.99863	0.01107103	0.00011071
10911.06418	0.017205492	0.000172055
10911.12972	0.017353693	0.000173537
10911.19525	0.015909119	0.000159091
10911.26077	0.014051782	0.000140518
10911.32628	0.018394081	0.000183941
10911.39177	0.010309023	0.00010309
10911.45725	0.025357538	0.000253575
10911.52273	0.015790276	0.000157903
10911.58819	0.006748255	6.74826E-05
10911.65363	0.012626757	0.000126268
10911.71907	0.01849899	0.00018499
10911.7845	0.01316279	0.000131628
10912.37281	0.013245653	0.000132457
10912.43812	0.011363215	0.000113632
10912.50342	0.015258128	0.000152581
10912.56871	0.008323053	8.32305E-05
10912.63399	0.002303009	2.30301E-05
10912.69925	0.010829135	0.000108291
10912.76451	-0.020574809	-0.000205748
10912.82975	0.007018045	7.01805E-05
10912.89498	0.017649092	0.000176491
10912.9602	0.018897978	0.00018898
10913.02541	0.00890307	8.90307E-05
10913.09061	0.010316331	0.000103163
10913.15579	0.014645547	0.000146455
10913.22096	0.014365657	0.000143657
10913.28613	0.008359455	8.35945E-05
10913.35128	0.010689319	0.000106893
10913.41642	0.008005995	8.00599E-05
10913.48154	0.011524655	0.000115247
10913.54666	-0.000446229	-4.46229E-06
10913.61176	0.011622117	0.000116221
10913.67686	0.01365011	0.000136501
10913.74194	0.017832696	0.000178327
10913.80701	0.018040537	0.000180405
10913.87207	0.014023039	0.00014023
10913.93712	0.012993791	0.000129938
10914.00215	0.005601849	5.60185E-05
10914.06718	0.015984981	0.00015985
10914.13219	0.000734867	7.34867E-06
10914.19719	0.003768203	3.7682E-05
10914.26218	0.013600357	0.000136004
10914.32716	0.019411423	0.000194114
10914.39213	0.009856018	9.85602E-05
10914.45708	0.014702279	0.000147023
10914.52203	0.009903193	9.90319E-05
10914.58696	0.021595743	0.000215957
10914.65188	0.006475216	6.47522E-05
10914.71679	0.009996279	9.99628E-05
10914.78169	0.013293267	0.000132933
10914.84657	0.013208629	0.000132086
10914.91145	0.022294909	0.000222949
10914.97631	0.009731352	9.73135E-05
10915.04117	0.006406914	6.40691E-05
10915.10601	0.00554506	5.54506E-05
10915.17084	0.012133941	0.000121339
10915.23565	0.003503074	3.50307E-05
10915.30046	0.010029618	0.000100296
10915.36525	0.010182769	0.000101828
10915.43004	0.016655616	0.000166556
10915.49481	0.010039349	0.000100393
10915.55957	0.01453181	0.000145318
10915.62432	0.013328367	0.000133284
10915.68906	0.020578736	0.000205787
10915.75378	0.017729163	0.000177292
10915.8185	0.01861691	0.000186169
10915.8832	0.021086013	0.00021086
10915.94789	0.018687461	0.000186875
10916.01257	0.003962881	3.96288E-05
10916.07724	0.020542491	0.000205425
10916.1419	0.010132757	0.000101328
10916.20654	0.014242951	0.00014243
10916.27118	0.009899638	9.89964E-05
10916.3358	0.020036744	0.000200367
10916.40041	0.015422287	0.000154223
10916.46501	0.014155848	0.000141558
10916.5296	0.014877383	0.000148774
10916.59417	0.024172711	0.000241727
10916.65874	0.040549642	0.000405496
10916.72329	0.020864416	0.000208644
10916.78784	0.028026434	0.000280264
10916.85237	0.010674638	0.000106746
10916.91688	0.011100911	0.000111009
10916.98139	0.027635717	0.000276357
10917.04589	0.023313575	0.000233136
10917.11037	0.021195109	0.000211951
10917.17485	0.033744758	0.000337448
10917.23931	0.023077491	0.000230775
10917.30376	0.018538509	0.000185385
10917.3682	0.023639696	0.000236397
10917.43262	0.01209438	0.000120944
10917.49704	0.024226066	0.000242261
10917.56144	0.022524157	0.000225242
10917.62584	0.018778022	0.00018778
10917.69022	0.012436356	0.000124364
10917.75459	0.015594336	0.000155943
10917.81894	0.017409367	0.000174094
10917.88329	0.010308921	0.000103089
10917.94763	0.018552992	0.00018553
10918.01195	0.008214526	8.21453E-05
10918.07626	0.018335162	0.000183352
10918.14056	-0.001983752	-1.98375E-05
10918.20485	0.00221052	2.21052E-05
10918.26913	-0.007263885	-7.26389E-05
10918.33339	0.010949963	0.0001095
10918.39765	0.017436792	0.000174368
10918.46189	0.022519045	0.00022519
10918.52612	0.019405371	0.000194054
10918.59034	0.014035807	0.000140358
10918.65455	0.020621724	0.000206217
10918.71875	0.020612688	0.000206127
10918.78293	0.015206573	0.000152066
10918.84711	0.018439457	0.000184395
10918.91127	0.020192739	0.000201927
10918.97542	0.030709021	0.00030709
10919.03956	0.015541105	0.000155411
10919.10369	0.033112755	0.000331128
10919.1678	0.030677295	0.000306773
10919.23191	0.023275451	0.000232755
10919.296	0.026243058	0.000262431
10919.36008	0.024469879	0.000244699
10919.42415	0.026805578	0.000268056
10919.48821	0.025040586	0.000250406
10919.55226	0.019546031	0.00019546
10919.6163	0.022234396	0.000222344
10919.68032	0.007269899	7.2699E-05
10919.74433	-0.002389391	-2.38939E-05
10919.80833	0.002649046	2.64905E-05
10919.87232	-0.026121012	-0.00026121
10919.9363	-0.033521068	-0.000335211
10920.00027	-0.001728131	-1.72813E-05
10920.06422	0.018578384	0.000185784
10920.12817	0.030425036	0.00030425
10920.1921	0.027059615	0.000270596
10920.25602	0.030193472	0.000301935
10920.31993	0.022090759	0.000220908
10920.38383	0.028553098	0.000285531
10920.44771	0.021945901	0.000219459
10920.51159	0.025523052	0.000255231
10920.57545	0.021754859	0.000217549
10920.6393	0.026291549	0.000262915
10920.70314	0.019912685	0.000199127
10920.76697	0.024184825	0.000241848
10920.83078	0.023166191	0.000231662
10920.89459	0.031889264	0.000318893
10920.95838	0.003301669	3.30167E-05
10921.02217	0.011397026	0.00011397
10921.08594	0.018089607	0.000180896
10921.1497	0.025326928	0.000253269
10921.21344	0.01219815	0.000121981
10921.27718	0.030863598	0.000308636
10921.3409	0.020144943	0.000201449
10921.40462	0.020393928	0.000203939
10921.46832	0.030138115	0.000301381
10921.53201	0.016126406	0.000161264
10921.59569	0.012569204	0.000125692
10921.65935	0.013647014	0.00013647
10921.72301	0.006437724	6.43772E-05
10921.78665	0.018795009	0.00018795
10921.85028	0.018688358	0.000186884
10921.9139	0.015492729	0.000154927
10921.97751	0.027923074	0.000279231
10922.04111	0.028696502	0.000286965
10922.1047	0.029928536	0.000299285
10922.16827	0.027431669	0.000274317
10922.23183	0.022761096	0.000227611
10922.29538	0.024952795	0.000249528
10922.35892	0.017105508	0.000171055
10922.42245	0.028482497	0.000284825
10922.48597	0.016600845	0.000166008
10922.54947	0.021639535	0.000216395
10922.61297	0.026159669	0.000261597
10922.67645	0.022881069	0.000228811
10922.73992	0.016478282	0.000164783
10922.80338	0.008747741	8.74774E-05
10922.86683	0.02030975	0.000203097
10922.93026	0.019223364	0.000192234
10922.99369	0.011777578	0.000117776
10923.0571	0.027827604	0.000278276
10923.1205	0.022808834	0.000228088
10923.18389	0.011826893	0.000118269
10923.24727	0.015830656	0.000158307
10923.31063	0.021097759	0.000210978
10923.37399	0.027062572	0.000270626
10923.43733	0.013384481	0.000133845
10923.50066	0.013650254	0.000136503
10923.56398	0.017867144	0.000178671
10923.62729	0.033417885	0.000334179
10923.69059	0.013516785	0.000135168
10923.75388	0.015432272	0.000154323
10923.81715	0.007200018	7.20002E-05
10923.88041	0.014201474	0.000142015
10923.94366	0.012085011	0.00012085
10924.0069	0.005072832	5.07283E-05
10924.07013	0.009299524	9.29952E-05
10924.13335	0.002920661	2.92066E-05
10924.19655	0.008484518	8.48452E-05
10924.25974	0.014254713	0.000142547
10924.32293	0.019913575	0.000199136
10924.3861	0.0246214	0.000246214
10924.44925	0.030606479	0.000306065
10924.5124	0.01772861	0.000177286
10924.57554	0.022833013	0.00022833
10924.63866	0.005108714	5.10871E-05
10924.70177	0.014927027	0.00014927
10924.76487	0.01055659	0.000105566
10924.82796	-0.001029799	-1.0298E-05
10924.89104	-0.010259755	-0.000102598
10924.9541	-0.006694802	-6.6948E-05
10925.01716	-0.007927817	-7.92782E-05
10926.6525	0.010697073	0.000106971
10926.71525	0.001170661	1.17066E-05
10926.77798	0.01450251	0.000145025
10926.84069	0.008625468	8.62547E-05
10926.9034	0.000430525	4.30525E-06
10928.84156	0.018238229	0.000182382
10928.90389	0.020316531	0.000203165
10928.96622	0.004629508	4.62951E-05
10929.02853	0.008361614	8.36161E-05
10929.09083	0.023784417	0.000237844
10929.15312	0.020581289	0.000205813
10929.2154	0.014581959	0.00014582
10929.27766	0.017868266	0.000178683
10929.33992	0.008541742	8.54174E-05
10929.40216	0.028505104	0.000285051
10929.46439	0.017031033	0.00017031
10929.52661	0.006440145	6.44015E-05
10929.58882	-0.000462488	-4.62488E-06
10929.65101	-0.013997455	-0.000139975
10929.7132	0.002328114	2.32811E-05
10929.77537	0.021130439	0.000211304
10929.83753	0.03708761	0.000370876
10929.89968	0.033750989	0.00033751
10929.96182	0.020323066	0.000203231
10930.02395	0.016495127	0.000164951
10930.08606	0.014417799	0.000144178
10930.14816	0.033445445	0.000334454
10930.21026	0.024917621	0.000249176
10930.27233	0.024321455	0.000243215
10930.3344	0.034664073	0.000346641
10930.39646	0.027922655	0.000279227
10930.4585	0.025172831	0.000251728
10930.52054	0.012558009	0.00012558
10930.58256	0.019110329	0.000191103
10930.64457	0.016297345	0.000162973
10930.70657	0.017197556	0.000171976
10930.76855	0.02104462	0.000210446
10930.83053	0.024531547	0.000245315
10930.89249	0.02159333	0.000215933
10930.95444	0.022871793	0.000228718
10931.01639	0.016644391	0.000166444
10931.07831	0.009404849	9.40485E-05
10931.14023	0.020220656	0.000202207
10931.20214	0.042744513	0.000427445
10931.26403	0.017724399	0.000177244
10931.32591	0.013485667	0.000134857
10931.38778	0.010757804	0.000107578
10931.44964	0.021165507	0.000211655
10931.51149	0.031698449	0.000316984
10931.57332	0.019184488	0.000191845
10931.63515	0.029285988	0.00029286
10931.69696	0.016479647	0.000164796
10931.75876	0.023337519	0.000233375
10931.82055	0.011705986	0.00011706
10931.88233	0.01461034	0.000146103
10931.94409	0.016113754	0.000161138
10932.00584	0.024523733	0.000245237
10932.06759	0.00559447	5.59447E-05
10932.12932	0.028201378	0.000282014
10932.19104	0.016569978	0.0001657
10932.25274	0.031178058	0.000311781
10932.31444	0.026071756	0.000260718
10932.37612	0.025365556	0.000253656
10932.4378	0.022970236	0.000229702
10932.49946	0.031086294	0.000310863
10932.56111	0.026897492	0.000268975
10932.62274	0.015291573	0.000152916
10932.68437	0.028744486	0.000287445
10932.74598	0.005225074	5.22507E-05
10932.80758	0.022181087	0.000221811
10932.86918	0.018634119	0.000186341
10932.93075	0.022742602	0.000227426
10932.99232	0.022997505	0.000229975
10933.05388	0.018078365	0.000180784
10933.11542	0.014779945	0.000147799
10933.17695	0.015603454	0.000156035
10933.23847	-0.002195546	-2.19555E-05
10934.22122	0.021226066	0.000212261
10934.28254	0.027183737	0.000271837
10934.34385	0.013423547	0.000134235
10934.40515	0.027972747	0.000279727
10934.46644	0.019180306	0.000191803
10934.52771	0.023349858	0.000233499
10934.58898	0.018731518	0.000187315
10934.65023	0.036854953	0.00036855
10934.71147	0.031878928	0.000318789
10934.7727	0.015602811	0.000156028
10934.83392	0.020681625	0.000206816
10934.89512	0.016627493	0.000166275
10934.95631	0.022491944	0.000224919
10935.0175	0.016001337	0.000160013
10935.07867	0.026423287	0.000264233
10935.13983	0.026619499	0.000266195
10935.20097	0.01921446	0.000192145
10935.26211	0.006249663	6.24966E-05
10935.32323	0.02194107	0.000219411
10935.38434	0.022433618	0.000224336
10935.44544	0.010789559	0.000107896
10935.50653	0.017698953	0.00017699
10935.56761	0.01283262	0.000128326
10935.62867	0.02481068	0.000248107
10935.68973	0.022152247	0.000221522
10935.75077	0.026543517	0.000265435
10935.8118	0.017961213	0.000179612
10935.87282	0.037393144	0.000373931
10935.93382	0.021692041	0.00021692
10935.99482	0.014865739	0.000148657
10936.0558	0.022100452	0.000221005
10936.11677	0.026757965	0.00026758
10936.17773	0.013887282	0.000138873
10936.23868	0.028499917	0.000284999
10936.29962	0.013973194	0.000139732
10936.36054	0.027942734	0.000279427
10936.42146	0.00465227	4.65227E-05
10936.48236	0.027698132	0.000276981
10936.54325	0.006760483	6.76048E-05
10936.60412	0.011936953	0.00011937
10936.66499	0.009370893	9.37089E-05
10936.72584	0.004841014	4.84101E-05
10936.78669	0.014134338	0.000141343
10936.84752	-0.001319703	-1.3197E-05
10936.90834	-0.001436559	-1.43656E-05
10936.96914	0.016026798	0.000160268
10937.02994	0.007297477	7.29748E-05
10937.09072	0.024154362	0.000241544
10937.1515	0.023258974	0.00023259
10937.21226	0.022680719	0.000226807
10937.27301	0.014140753	0.000141408
10937.33374	0.026111917	0.000261119
10937.39447	0.031386814	0.000313868
10937.45518	0.004123389	4.12339E-05
10937.51588	0.009110987	9.11099E-05
10938.54602	0.004307744	4.30774E-05
10938.60651	0.025524962	0.00025525
10938.66699	0.030592177	0.000305922
10938.72746	0.023822953	0.00023823
10938.78792	0.022624235	0.000226242
10938.84836	0.022802646	0.000228026
10938.90879	0.010707064	0.000107071
10938.96921	0.019333255	0.000193333
10939.02962	0.036328124	0.000363281
10939.09002	0.02945798	0.00029458
10939.1504	0.019468074	0.000194681
10939.21078	0.013963513	0.000139635
10939.27114	0.035018706	0.000350187
10939.33149	0.016314953	0.00016315
10939.39182	0.022856622	0.000228566
10939.45215	0.015291316	0.000152913
10939.51247	0.018116152	0.000181162
10939.57277	0.016169328	0.000161693
10939.63306	0.023537629	0.000235376
10939.69334	0.029238747	0.000292387
10939.75361	0.029798804	0.000297988
10939.81386	0.033110152	0.000331102
10939.87411	0.025859072	0.000258591
10939.93434	0.017430677	0.000174307
10939.99456	0.008732319	8.73232E-05
10940.05477	0.021182709	0.000211827
10940.11496	0.022065269	0.000220653
10940.17515	0.00078115	7.8115E-06
10940.23532	0.027959875	0.000279599
10940.29548	0.018823955	0.00018824
10940.35563	0.027788969	0.00027789
10940.41577	0.024847251	0.000248473
10940.4759	0.023183325	0.000231833
10940.53601	0.024308298	0.000243083
10940.59611	0.008069467	8.06947E-05
10940.65621	0.031291081	0.000312911
10940.71628	0.015534183	0.000155342
10940.77635	0.019027804	0.000190278
10940.83641	0.022992986	0.00022993
10940.89645	0.00445066	4.45066E-05
10940.95648	0.012946668	0.000129467
10941.0165	0.017956805	0.000179568
10941.07651	0.0229435	0.000229435
10941.13651	0.023699779	0.000236998
10941.19649	0.020246526	0.000202465
10941.25647	0.023659809	0.000236598
10941.31643	0.030880713	0.000308807
10941.37638	0.007888594	7.88859E-05
10941.43632	0.008088327	8.08833E-05
10941.49624	-0.008198931	-8.19893E-05
10941.55616	0.003368284	3.36828E-05
10941.61606	0.013249387	0.000132494
10941.67595	0.026342654	0.000263427
10941.73583	0.035563193	0.000355632
10941.79569	0.039120017	0.0003912
10941.85555	0.035957546	0.000359575
10941.91539	0.030196583	0.000301966
10941.97522	0.045278027	0.00045278
10942.03504	0.049267348	0.000492673
10942.09485	0.030167806	0.000301678
10942.15465	0.015815604	0.000158156
10942.21443	0.026303842	0.000263038
10942.2742	0.03003085	0.000300308
10942.33397	0.02868104	0.00028681
10942.39371	0.027920952	0.00027921
10942.45345	0.025840966	0.00025841
10942.51318	0.045460189	0.000454602
10942.57289	0.02629864	0.000262986
10943.34809	0.035199906	0.000351999
10943.40764	0.021863066	0.000218631
10943.46717	0.01415269	0.000141527
10943.5267	0.031299751	0.000312998
10943.58621	0.012845217	0.000128452
10943.64571	0.022738695	0.000227387
10943.7052	0.011186576	0.000111866
10943.76468	0.01986853	0.000198685
10943.82414	0.023347134	0.000233471
10943.8836	0.024599381	0.000245994
10943.94304	0.007713555	7.71355E-05
10944.00247	0.02157356	0.000215736
10944.06189	0.023050328	0.000230503
10944.12129	0.025815973	0.00025816
10944.18069	0.020163797	0.000201638
10944.24007	0.006070629	6.07063E-05
10944.29944	0.014013588	0.000140136
10944.3588	0.020033202	0.000200332
10944.41814	0.02961867	0.000296187
10944.47748	0.016811114	0.000168111
10944.5368	0.006187639	6.18764E-05
10944.59611	0.011526051	0.000115261
10945.89796	0.01981854	0.000198185
10945.957	0.025215745	0.000252157
10946.01603	0.026157456	0.000261575
10946.07504	0.02905554	0.000290555
10946.13404	0.026222858	0.000262229
10946.19303	0.016143551	0.000161436
10946.25201	0.020791366	0.000207914
10946.31098	0.019517983	0.00019518
10946.36993	0.012983406	0.000129834
10946.42888	0.010122846	0.000101228
10947.89859	0.029345669	0.000293457
10947.95723	0.016706634	0.000167066
10948.01585	0.023768341	0.000237683
10948.07446	0.016407737	0.000164077
10948.13306	0.028062533	0.000280625
10948.19164	-0.001813192	-1.81319E-05
10948.25022	0.003253795	3.25379E-05
10948.30878	0.026256204	0.000262562
10948.36733	-0.001385625	-1.38562E-05
10950.29279	0.017684563	0.000176846
10950.35093	0.012723266	0.000127233
10950.40906	0.011499048	0.00011499
10950.46718	0.018934258	0.000189343
10950.52529	0.014437197	0.000144372
10950.58339	-0.017159559	-0.000171596
10950.64147	-0.027791908	-0.000277919
10950.69954	-0.008741781	-8.74178E-05
10950.7576	-0.011831794	-0.000118318
10950.81565	0.016635427	0.000166354
10950.87369	0.035713309	0.000357133
10950.93171	0.031517573	0.000315176
10950.98972	0.022363377	0.000223634
10951.04772	0.035090245	0.000350902
10951.10571	0.030580328	0.000305803
10951.16369	0.013659459	0.000136595
10951.22165	-0.028931883	-0.000289319
10951.2796	-0.008085259	-8.08526E-05
10951.33754	0.021498684	0.000214987
10951.39547	0.02067469	0.000206747
10951.45339	0.030158158	0.000301582
10951.51129	0.028924456	0.000289245
10951.56918	0.014940426	0.000149404
10951.62706	0.016327798	0.000163278
10951.68493	0.031082996	0.00031083
