wl	flux	unc
10874.80236	0.00787284	7.87284E-05
10874.87387	0.012243071	0.000122431
10874.94537	0.015145914	0.000151459
10875.01687	0.00891376	8.91376E-05
10875.08835	0.014640735	0.000146407
10875.15982	0.010529038	0.00010529
10875.23127	0.009090528	9.09053E-05
10875.30272	0.015797736	0.000157977
10875.37416	0.013643966	0.00013644
10875.44558	0.017555045	0.00017555
10875.517	0.008308289	8.30829E-05
10875.5884	0.019863863	0.000198639
10875.65979	0.001702802	1.7028E-05
10875.73117	0.016437068	0.000164371
10875.80254	0.008044322	8.04432E-05
10875.8739	0.014635885	0.000146359
10875.94525	0.012022706	0.000120227
10876.01658	0.012587206	0.000125872
10876.08791	0.006456556	6.45656E-05
10876.15922	0.008187807	8.18781E-05
10876.23052	0.015293161	0.000152932
10876.30182	0.018807877	0.000188079
10876.3731	0.004612176	4.61218E-05
10876.44437	0.009070659	9.07066E-05
10876.51562	0.020308775	0.000203088
10876.58687	0.008355306	8.35531E-05
10876.65811	0.018153811	0.000181538
10876.72933	0.006195799	6.1958E-05
10876.80055	0.009529871	9.52987E-05
10876.87175	0.011079272	0.000110793
10876.94294	-0.001183224	-1.18322E-05
10877.01412	0.012229773	0.000122298
10877.08529	0.003423814	3.42381E-05
10877.15645	0.015365655	0.000153657
10877.22759	0.012610424	0.000126104
10877.29873	0.013938015	0.00013938
10877.36986	0.004186769	4.18677E-05
10878.22248	0.00080428	8.0428E-06
10878.29346	0.00567984	5.67984E-05
10878.36443	0.01327185	0.000132718
10878.43539	0.022337901	0.000223379
10878.50634	0.019063084	0.000190631
10878.57727	0.014404841	0.000144048
10878.6482	0.020393974	0.00020394
10878.71911	0.002136327	2.13633E-05
10878.79001	-0.003375788	-3.37579E-05
10878.8609	0.019976033	0.00019976
10878.93178	0.006724394	6.72439E-05
10879.00265	0.004383602	4.3836E-05
10879.07351	0.004235774	4.23577E-05
10879.14436	-0.008878539	-8.87854E-05
10879.21519	-0.016741135	-0.000167411
10879.28601	0.012370484	0.000123705
10879.35683	0.010189953	0.0001019
10879.42763	0.002328174	2.32817E-05
10879.49842	0.012364815	0.000123648
10879.5692	0.016713926	0.000167139
10879.63997	0.026839604	0.000268396
10879.71072	0.007631864	7.63186E-05
10879.78147	0.012914459	0.000129145
10879.8522	0.009363787	9.36379E-05
10879.92293	7.78E-05	7.78253E-07
10879.99364	0.022083567	0.000220836
10880.06434	0.0309778	0.000309778
10880.13503	0.017339941	0.000173399
10880.20571	0.021704481	0.000217045
10880.27638	0.023513771	0.000235138
10880.34704	0.012354612	0.000123546
10880.41768	0.001550251	1.55025E-05
10880.48832	0.024771396	0.000247714
10880.55894	0.008381095	8.38109E-05
10880.62955	0.011431637	0.000114316
10880.70015	0.015446513	0.000154465
10880.77074	0.018366254	0.000183663
10880.84132	0.012665183	0.000126652
10880.91189	0.012281115	0.000122811
10880.98244	0.023017213	0.000230172
10881.05299	0.016754242	0.000167542
10881.12352	0.007704134	7.70413E-05
10881.19404	0.012810065	0.000128101
10881.26455	0.019323638	0.000193236
10881.33506	-0.002616729	-2.61673E-05
10881.40554	0.013590898	0.000135909
10881.47602	0.011944306	0.000119443
10881.54649	0.007008091	7.00809E-05
10881.61694	0.009918864	9.91886E-05
10881.68739	0.017395948	0.000173959
10881.75782	-0.000348552	-3.48552E-06
10881.82824	0.011862869	0.000118629
10881.89865	0.009181356	9.18136E-05
10881.96905	0.001241018	1.24102E-05
10882.03944	0.018342335	0.000183423
10882.10982	0.010349331	0.000103493
10882.18019	0.020690472	0.000206905
10882.25054	0.009462894	9.46289E-05
10882.32088	0.0175964	0.000175964
10882.39122	0.009016314	9.01631E-05
10882.46154	0.010151881	0.000101519
10882.53185	0.011572862	0.000115729
10882.60215	0.024591113	0.000245911
10882.67243	0.012034526	0.000120345
10882.74271	0.012871853	0.000128719
10882.81298	0.018278532	0.000182785
10882.88323	0.013261289	0.000132613
10882.95347	0.020761312	0.000207613
10883.02371	0.009359747	9.35975E-05
10883.09393	0.019017196	0.000190172
10883.16413	0.018181153	0.000181812
10883.23433	0.014717656	0.000147177
10883.30452	0.01187568	0.000118757
10883.3747	0.022840905	0.000228409
10883.44486	0.012169075	0.000121691
10883.51501	0.023175061	0.000231751
10883.58516	0.015267866	0.000152679
10883.65529	0.019510077	0.000195101
10883.72541	0.007243876	7.24388E-05
10883.79551	0.008652256	8.65226E-05
10883.86561	0.015688729	0.000156887
10883.9357	0.017600825	0.000176008
10884.00577	0.014216806	0.000142168
10884.07584	0.014952667	0.000149527
10884.14589	0.002905442	2.90544E-05
10884.21593	0.02274638	0.000227464
10884.28596	0.003408204	3.4082E-05
10884.35598	0.012814278	0.000128143
10884.42599	0.01170789	0.000117079
10884.49598	0.009160977	9.16098E-05
10885.40492	0.006099635	6.09964E-05
10885.47476	0.008212468	8.21247E-05
10885.54458	0.017260839	0.000172608
10885.6144	0.006925426	6.92543E-05
10885.68421	0.012583067	0.000125831
10885.754	0.019915555	0.000199156
10885.82378	-0.005691586	-5.69159E-05
10885.89356	0.0092914	9.2914E-05
10885.96332	0.010629721	0.000106297
10886.03307	0.009919292	9.91929E-05
10886.10281	0.011551203	0.000115512
10886.17253	0.008755387	8.75539E-05
10886.24225	0.012594169	0.000125942
10886.31195	0.02034313	0.000203431
10886.38165	0.027250451	0.000272505
10886.45133	0.011533335	0.000115333
10886.521	0.001729696	1.7297E-05
10886.59066	0.010250615	0.000102506
10886.66031	0.003793948	3.79395E-05
10886.72995	0.002005188	2.00519E-05
10886.79957	0.012254359	0.000122544
10886.86919	0.019211327	0.000192113
10886.93879	0.011219331	0.000112193
10887.00838	0.019614703	0.000196147
10887.07796	0.027814463	0.000278145
10887.14753	0.027924139	0.000279241
10887.21709	0.020380668	0.000203807
10887.28664	0.007286906	7.28691E-05
