baseline,baseline_lo,baseline_hi,lam_0,lam_0_lo,lam_0_hi,amp,amp_lo,amp_hi,sigma,sigma_lo,sigma_hi
0.0012454566570515347,0.0010944239192238888,0.001085591886436731,10832.746983721514,0.05533568893042684,0.054998807008814765,0.05316227081136511,0.003629457664290528,0.0037072038813605185,0.7034029192278264,0.048724590447953076,0.05234602581486392
-0.0015356685739632112,0.0010286343684135363,0.0010552140692538401,10833.072296833596,0.06326544891089725,0.06002930308386567,0.049942748084698035,0.0034648512757416566,0.0035694618565885877,0.6798681331912335,0.0593124655340439,0.06482125438652431
-0.001869468656996638,0.0009733073334005538,0.0010024122108990227,10832.918681755096,0.06007924951154564,0.06024508312839316,0.050063963612460224,0.002995660908592754,0.0031166521562238578,0.833223069889865,0.05426013489687964,0.061629806988453883
-0.0041004987009506735,0.000942062241420509,0.000955307706922905,10832.966343885611,0.06609413500518713,0.06907003072046791,0.04314429395320958,0.002789152059766868,0.0027309690800825168,0.9152287215363728,0.06818839147048805,0.07737017976306437
0.007336881618536689,0.002349748385172405,0.002520335931071314,10833.230806878204,0.22218440649157856,0.2684653017531673,0.047826471473135124,0.0047124150477489135,0.004752082025420365,1.5227257715230065,0.24456345674541935,0.30495823403451316
-0.005585061357733353,0.002140277041311483,0.002191120992114728,10832.96692976778,0.14159877198835602,0.16347975412099913,0.05111688531571852,0.00601408548097649,0.006062757222423776,1.0307899907276714,0.14645079954680484,0.19035008755498106
-0.004554773363029698,0.001296873176727738,0.0012860707788080903,10832.83784922053,0.10076302817469696,0.1044927902330528,0.045761541178911666,0.002927733792028306,0.0030764439554490167,1.2843758233918097,0.10108719670838329,0.11095582348734023
-0.0022394460374147674,0.001394696040028199,0.0014233482690988947,10832.821167383894,0.10647914596302144,0.11267928145935002,0.04798071717289683,0.003283212884204481,0.0033423124655457756,1.2946469088458477,0.11695212039891079,0.12943132891540565
-0.002828551839296108,0.0012223246244201596,0.0012753295754677082,10832.880926661162,0.10901043311423564,0.12084084283378616,0.04065224333988484,0.0025435616351538876,0.0025703562465424906,1.4800033338727518,0.13721839898669308,0.13851387131306958
0.0019591826930900735,0.0013074963931048106,0.001310853366552333,10832.931421796162,0.13122424797620624,0.13567660342778254,0.04058338162197403,0.0023430251596939927,0.002329121841895772,1.7881340367431608,0.13850212818483265,0.14400020885895848
-0.00419777073826552,0.0010844796851491832,0.0011538481805593607,10832.812197053196,0.08633768994695856,0.09602419882867252,0.04404737981311113,0.002569945439501939,0.002622496684484575,1.2991190173435634,0.11036857781898335,0.12318246206973837
-0.0007254669704570638,0.0012894269457627643,0.0013485573130340264,10832.889162382766,0.126311528876613,0.14107537041672913,0.0393829029700253,0.002695218729740649,0.002791944230029049,1.4651114524791038,0.15400248962741703,0.16942676664629386
-0.000821244338729749,0.0014109594514758615,0.0014646528387507029,10832.851949946606,0.11452317009570834,0.1276818298811122,0.049009203611558576,0.00298607707195811,0.00307098394781867,1.4467779244430015,0.1258847037053552,0.14373925294426715
-0.001792296841371418,0.001166028067893489,0.0011529978723613654,10832.767019251974,0.08422248775605112,0.08657739616683102,0.04456341204066673,0.0027694368849630197,0.002890806377487648,1.2007504228478503,0.11143521470814077,0.12441332815678408
-0.0013954401010933702,0.0013513768255493481,0.001348533497358454,10832.711222499762,0.10983422828758194,0.11350299664445629,0.04503322990917652,0.0030345638268281377,0.0030565230164744106,1.3517650973053983,0.11326975763812008,0.1300697125802146
