night_number,night_of,local_hour,DATE,OBJECT,OBSERVER,OBSTYPE,DATE-OBS,CAL-OBJ,QTIME,QRA,QDEC,QEQUINOX,QEPOCH,QPMRA,QPMDEC,QPROG,QIDX,TRAJTIME,TRAJID,RADETIME,RA,DEC,RA_2000,DEC_2000,HA,LST,PA,EL,AZ,ZA,NREADS,ITIME,NONDR,EXPLNDR,BRVCORR,LRVCORR,JD,BTJD,phase,normalized_phase,in_transit_flag,campaign,stddev_order19,track,RV_planet,in_transit_text,preposition,baseline,baseline_lo,baseline_hi,lam_0,lam_0_lo,lam_0_hi,amp,amp_lo,amp_hi,sigma,sigma_lo,sigma_hi
880,2020-04-27,1.93,2020-04-28T06:55:35,HAT-P-67b_IN_1,CFB,Sci,2020-04-28T06:56:00.446894,dark,1588056934.828573234,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6437,1588054174.843663249,228,1588056934.645000000,17.118108,44.736504,17.107363,44.762575,21.320997,14.439105,80.57918,55.043853,54.568828,34.956147,29,308.85,29,308.85,5555.038972071998,-24.07445977057796,2458967.7888940615,1967.7888940614648,0.0901615614068576,0.018744207926308765,True,April 2020,0.013405227166904024,E,17.28729409284397,in transit,Transit,-0.0041977707382655,0.0010844796851491,0.0011538481805593,10832.812197053196,0.0863376899469585,0.0960241988286725,0.0440473798131111,0.0025699454395019,0.0026224966844845,1.2991190173435634,0.1103685778189833,0.1231824620697383
880,2020-04-27,2.03,2020-04-28T07:01:16,HAT-P-67b_IN_1,CFB,Sci,2020-04-28T07:01:41.578637,dark,1588057276.020039320,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6437,1588054174.843663249,228,1588057275.860000000,17.118172,44.736252,17.107427,44.762322,21.415975,14.534147,80.57918,55.043853,54.568828,34.956147,29,308.85,29,308.85,5548.821001721356,-24.13790725939907,2458967.7928423453,1967.7928423453122,0.09410984525427901,0.019565039467304285,True,April 2020,0.014843431317257521,E,18.04058897016865,in transit,Transit,-0.000725466970457,0.0012894269457627,0.001348557313034,10832.889162382766,0.126311528876613,0.1410753704167291,0.0393829029700253,0.0026952187297406,0.002791944230029,1.4651114524791038,0.154002489627417,0.1694267666462938
880,2020-04-27,2.12,2020-04-28T07:06:57,HAT-P-67b_IN_1,CFB,Sci,2020-04-28T07:07:22.722348,dark,1588057616.519865481,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6437,1588054174.843663249,228,1588057616.465000000,17.11823,44.736222,17.107485,44.76229,21.510788,14.629018,80.57918,55.043853,54.568828,34.956147,29,308.85,29,308.85,5542.49429568662,-24.2013547483366,2458967.796790768,1967.7967907679267,0.09805826786876404,0.020385899857386414,True,April 2020,0.017102573472034355,E,18.793430434067602,in transit,Transit,-0.0008212443387297,0.0014109594514758,0.0014646528387507,10832.851949946606,0.1145231700957083,0.1276818298811122,0.0490092036115585,0.0029860770719581,0.0030709839478186,1.4467779244430017,0.1258847037053552,0.1437392529442671
880,2020-04-27,2.22,2020-04-28T07:12:37,HAT-P-67b_IN_1,CFB,Sci,2020-04-28T07:13:03.821991,dark,1588057956.866624164,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6437,1588054174.843663249,228,1588057956.665000000,17.118285,44.736145,17.107541,44.762212,21.605492,14.723777,80.57918,55.043853,54.568828,34.956147,29,308.85,29,308.85,5536.063690414818,-24.26461617415771,2458967.8007386806,1967.800738680642,0.10200618058413946,0.02120665424159661,True,April 2020,0.015298093892960085,E,19.54567485038899,in transit,Transit,-0.0017922968413714,0.0011660280678934,0.0011529978723613,10832.767019251974,0.0842224877560511,0.086577396166831,0.0445634120406667,0.002769436884963,0.0028908063774876,1.2007504228478505,0.1114352147081407,0.124413328156784
880,2020-04-27,2.31,2020-04-28T07:18:17,HAT-P-67b_IN_1,CFB,Sci,2020-04-28T07:18:44.976664,dark,1588058296.806799926,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6437,1588054174.843663249,228,1588058296.665000000,17.118353,44.735992,17.107608,44.762057,21.700127,14.81848,80.57918,55.043853,54.568828,34.956147,29,308.85,29,308.85,5529.530467060165,-24.32787759997882,2458967.80468723,1967.8046872299165,0.10595472985849463,0.022027540963730944,True,April 2020,0.017395038794849042,E,20.297520631819168,in transit,Transit,-0.0013954401010933,0.0013513768255493,0.0013485334973584,10832.711222499762,0.1098342282875819,0.1135029966444562,0.0450332299091765,0.0030345638268281,0.0030565230164744,1.3517650973053985,0.11326975763812,0.1300697125802146
880,2020-04-27,2.41,2020-04-28T07:23:57,HAT-P-67b_IN_1,CFB,Sci,2020-04-28T07:24:26.123404,dark,1588058637.466421588,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6437,1588054174.843663249,228,1588058637.270000000,17.118413,44.73595,17.107669,44.762013,21.794938,14.913351,80.57918,55.043853,54.568828,34.956147,29,308.85,29,308.85,5522.89969565434,-24.39113902591635,2458967.8086356875,1967.8086356874555,0.10990318739757621,0.022848408614489234,True,April 2020,0.014354917403585608,E,21.04880899659541,in transit,Transit,-0.0006695003833605,0.001324709746169,0.0014165750985063,10832.775851313578,0.1317259034203743,0.1421136036260577,0.0390287417325529,0.0026281545732525,0.0026159119909008,1.5666989679641186,0.168740020123834,0.189512606061396
881,2020-04-28,1.57,2020-04-29T06:33:53,HAT-P-67b_OUT_1_after1,CFB,Sci,2020-04-29T06:34:20.434304,dark,1588142033.024585839,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6438,1588142000.692713312,999,1588142032.850000000,17.117418,44.738836,17.106673,44.76493,21.024798,14.142217,80.578998,55.043853,54.568628,34.956147,29,308.85,29,308.85,5396.982986381334,-24.01627245126292,2458968.773847619,1968.7738476190716,1.075115119013644,0.22351189377225206,False,April 2020,0.013589355600520527,E,145.0914456289764,,Control,-0.0028972915210683,0.0008815886841271,0.0009941922155673,10832.5081410574,3.694212347929352,3.7661242094400222,0.0,0.0,0.0,0.3656834778317329,0.3121187939916466,1.996743946155508
881,2020-04-28,1.67,2020-04-29T06:39:33,HAT-P-67b_OUT_1_after1,CFB,Sci,2020-04-29T06:40:01.560753,dark,1588142372.755625679,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6438,1588142000.692713312,999,1588142372.647000000,17.117494,44.738639,17.106749,44.764731,21.119369,14.236863,80.578998,55.043853,54.568628,34.956147,29,308.85,29,308.85,5391.119876244114,-24.07584827172104,2458968.777795842,1968.7777958419174,1.0790633418594369,0.22433271263126656,False,April 2020,0.012323338541986806,E,145.21521560801037,,Control,-0.0029005174433367,0.0008386132475759,0.0009332129764205,10832.212380715522,3.3491958419199364,3.895860410950263,0.0,0.0,0.0,0.4288507389036091,0.372092365701029,1.8710253465346267
881,2020-04-28,1.76,2020-04-29T06:45:19,HAT-P-67b_OUT_1_after1,CFB,Sci,2020-04-29T06:45:42.697345,dark,1588142718.877108011,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6438,1588142000.692713312,999,1588142718.720000000,17.117562,44.738543,17.106817,44.764633,21.215695,14.333258,80.578998,55.043853,54.568628,34.956147,29,308.85,29,308.85,5385.137999929219,-24.13647543010302,2458968.781744182,1968.7817441821098,1.083011682051874,0.22515355588615293,False,April 2020,0.013313848508609524,E,145.33512661959395,,Control,-0.0026166771174859,0.0010512349202636,0.0013626515826201,10830.351389661588,0.6846717819043988,5.164685152942184,0.0,0.0,0.0140516723125577,0.4606195403919955,0.3729698414759429,1.0680324627290323
881,2020-04-28,1.86,2020-04-29T06:50:59,HAT-P-67b_OUT_1_after1,CFB,Sci,2020-04-29T06:51:23.837494,dark,1588143059.107837409,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6438,1588142000.692713312,999,1588143058.920000000,17.117624,44.738442,17.106878,44.764531,21.310393,14.428016,80.578998,55.043853,54.568628,34.956147,29,308.85,29,308.85,5379.040622629177,-24.19605125067756,2458968.7856925637,1968.7856925637461,1.0869600636881658,0.22597440775704172,False,April 2020,0.012472700339283079,E,145.45117293589877,,Control,-0.0016254499128825,0.001526938921054,0.0026009686090135,10831.42619424664,1.156273931139367,3.168061023578048,0.0,0.0,0.0107472653584548,1.1702579301358018,1.0376693281177471,1.4036411908930833
902,2020-05-19,5.73,2020-05-20T10:43:04,HAT-P-67b_OUT_2_before2,CFB,Sci,2020-05-20T10:43:31.293412,dark,1589971384.421526370,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6599,1589971355.309836218,213,1589971384.325000000,17.118393,44.756609,17.107624,44.78275,2.568283,19.686676,279.495272,55.080544,305.473424,34.919456,29,308.85,29,308.85,1053.852542305203,-29.97351335047279,2458989.94688997,1989.946889969986,-1.8023550300720275,-0.37470200064801684,False,May 2020,0.013203614142534757,W,-104.22722040086371,,Pre,-0.0043083844974884,0.000965244061134,0.001038548944739,10832.99639124754,0.1475355546790524,0.1832677928214252,0.0322353261383834,0.0020296364729821,0.002046738449786,1.3842431961467985,0.1783380418918767,0.2060857225067092
902,2020-05-19,5.82,2020-05-20T10:48:43,HAT-P-67b_OUT_2_before2,CFB,Sci,2020-05-20T10:49:12.423683,dark,1589971723.224526272,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6599,1589971355.309836218,213,1589971723.110000000,17.118437,44.755365,17.107668,44.781504,2.662603,19.781041,279.495272,55.080544,305.473424,34.919456,29,308.85,29,308.85,1047.661765294857,-30.03458488045726,2458989.950838237,1989.9508382370695,-1.7984067629884124,-0.37388117259214587,False,May 2020,0.012548417388070518,W,-104.76136565531239,,Pre,-0.0014127728748577,0.0008456665269451,0.0008776018214078,10833.047353345071,0.1072379786528472,0.1146658054149156,0.0321292631928003,0.0019700027702422,0.0020714510728979,1.2607145047734758,0.1211679021157854,0.1251058508410216
902,2020-05-19,5.91,2020-05-20T10:54:29,HAT-P-67b_OUT_2_before2,CFB,Sci,2020-05-20T10:54:53.569512,dark,1589972069.009945517,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6599,1589971355.309836218,213,1589972068.980000000,17.118489,44.754072,17.107719,44.780211,2.75889,19.877379,279.495363,55.080544,305.473524,34.919456,29,308.85,29,308.85,1041.585454880417,-30.09691747440957,2458989.9547866844,1989.954786684364,-1.7944583156938791,-0.3730603070711859,False,May 2020,0.012279194088542916,W,-105.29274856501438,,Pre,-0.0008818109478562,0.000936396286924,0.0009576558210255,10833.28559777403,0.1828425994572171,0.2160214278828789,0.0300602573295884,0.0020153951244549,0.0020310131686802,1.4209626840965546,0.1896314797779459,0.2059058911061975
902,2020-05-19,6.01,2020-05-20T11:00:08,HAT-P-67b_OUT_2_before2,CFB,Sci,2020-05-20T11:00:34.688343,dark,1589972408.445704943,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6599,1589971355.309836218,213,1589972408.370000000,17.118549,44.753073,17.107778,44.77921,2.853363,19.971912,279.495363,55.080544,305.473524,34.919456,29,308.85,29,308.85,1035.627748618849,-30.15798900427762,2458989.9587348187,1989.9587348187342,-1.790510181323731,-0.37223950660588434,False,May 2020,0.013540389254249689,W,-105.82128877100207,,Pre,-0.0026249565598816,0.0009069275349281,0.0009348479130632,10832.885576448509,0.1170487336858059,0.1269588881677918,0.0312509791855474,0.0019552508492695,0.001987704029765,1.438409412799445,0.1472854717095988,0.1558114422633192
903,2020-05-20,5.38,2020-05-21T10:22:38,HAT-P-67b_OUT_2_before1,CFB,Sci,2020-05-21T10:23:05.849533,dark,1590056557.780690932,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6588,1590056532.093863505,832,1590056557.658000000,17.118466,44.756852,17.107695,44.782995,2.292246,19.410712,279.497649,55.080544,305.476026,34.919456,29,308.85,29,308.85,877.6693792774067,-30.34173814987298,2458990.9327065917,1990.9327065916732,-0.8165384083847642,-0.16975488742386763,False,May 2020,0.012260826756546767,W,-128.81672535436184,,Pre,0.0004619403663402,0.0008512489364669,0.0008650723225966,10833.110498079595,0.0466329668852267,0.0506609314907109,0.061174167628855,0.0025054583289222,0.0025200309310526,0.9442297163614412,0.0538511704349584,0.0593126565041265
903,2020-05-20,5.48,2020-05-21T10:28:17,HAT-P-67b_OUT_2_before1,CFB,Sci,2020-05-21T10:28:46.972718,dark,1590056897.307995308,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6588,1590056532.093863505,832,1590056897.253000000,17.118503,44.755432,17.107731,44.781573,2.3868,19.505302,279.497649,55.080544,305.476026,34.919456,29,308.85,29,308.85,871.1638417944879,-30.40739773621317,2458990.936654777,1990.9366547768004,-0.8125902232575357,-0.1689340764063834,False,May 2020,0.012660121017278678,W,-128.4484522246879,,Pre,-0.0001502351197847,0.0008543093320617,0.0008641093150307,10833.199861209408,0.0459441281345789,0.0494491304943949,0.0587575077889981,0.0025003808208755,0.0024840327079168,0.9106468058535688,0.0577865035652924,0.0640933627686975
903,2020-05-20,5.57,2020-05-21T10:34:03,HAT-P-67b_OUT_2_before1,CFB,Sci,2020-05-21T10:34:28.111171,dark,1590057243.246515753,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6588,1590056532.093863505,832,1590057243.123000000,17.118545,44.754228,17.107773,44.780368,2.483096,19.60164,279.497649,55.080544,305.476026,34.919456,29,308.85,29,308.85,864.7628758117761,-30.47441312542651,2458990.9406031384,1990.9406031384133,-0.8086418616446793,-0.16811322869828227,False,May 2020,0.014541116380545989,W,-128.07674596248984,,Pre,-0.0021079128810938,0.0008111515556907,0.000799367945763,10833.141669942335,0.0551306458946783,0.0581850303151441,0.0538386876011352,0.0021916405499426,0.002295991713459,1.0450783166253117,0.0649160283888139,0.0702767053630875
903,2020-05-20,5.67,2020-05-21T10:39:42,HAT-P-67b_OUT_2_before1,CFB,Sci,2020-05-21T10:40:09.262265,dark,1590057582.438518061,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6588,1590056532.093863505,832,1590057582.310000000,17.118581,44.75303,17.10781,44.77917,2.577535,19.696117,279.497649,55.080544,305.476026,34.919456,29,308.85,29,308.85,858.4699349738211,-30.54007271188311,2458990.9445516467,1990.9445516467094,-0.8046933533485174,-0.1672923504953413,False,May 2020,0.012817978715768813,W,-127.70161884189794,,Pre,-0.0003847746148523,0.0007668894946899,0.0007844330803577,10833.25380043174,0.043259005758955,0.0449066090386622,0.0595229059811311,0.0023062909366273,0.0023349958931368,0.9050274536490404,0.0494324980513651,0.052096823341305
904,2020-05-21,-0.32,2020-05-22T04:40:37,HAT-P-67b_IN_2,CFB,Sci,2020-05-22T04:41:05.691834,dark,1590122437.459292940,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6587,1590122411.011031870,460,1590122437.350000000,17.117621,44.739768,17.106844,44.765938,20.643109,13.76073,80.584201,55.04385,54.574327,34.95615,29,308.85,29,308.85,1108.966904246584,-26.13257635710761,2458991.6952047665,1991.6952047664672,-0.054040233590745945,-0.01123473638882871,True,May 2020,0.019075242093142944,E,-10.376873579026222,in transit,Transit,-0.0026558390709259,0.0013242527359829,0.0013249633784105,10833.356376267931,0.0683533812207315,0.0697684014976403,0.0719033764722049,0.0036097050063389,0.0037072716749955,1.0059015663128443,0.0925820423734503,0.0994938514960106
904,2020-05-21,-0.22,2020-05-22T04:46:22,HAT-P-67b_IN_2,CFB,Sci,2020-05-22T04:46:46.841029,dark,1590122782.536530172,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6587,1590122411.011031870,460,1590122782.413000000,17.117692,44.739526,17.106916,44.765694,20.739151,13.856843,80.584201,55.04385,54.574327,34.95615,29,308.85,29,308.85,1103.541853127225,-26.19153659744188,2458991.699153253,1991.6991532528773,-0.05009174718066456,-0.010413862735911461,True,May 2020,0.015471208787307704,E,-9.619805351738288,in transit,Transit,-0.0053862153323681,0.0012035214207979,0.0012676305119923,10833.27954541782,0.0578266553184221,0.0616336140847124,0.0772150909637443,0.0036280970765811,0.0036245759250845,0.9239495951193712,0.0768504025328387,0.0876691031006833
904,2020-05-21,-0.13,2020-05-22T04:52:02,HAT-P-67b_IN_2,CFB,Sci,2020-05-22T04:52:27.980353,dark,1590123122.036944567,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6587,1590122411.011031870,460,1590123122.005000000,17.117764,44.739283,17.106988,44.765448,20.833668,13.951433,80.584201,55.04385,54.574327,34.95615,29,308.85,29,308.85,1097.985789976935,-26.2496423413977,2458991.7031016243,1991.703101624269,-0.04614337578892114,-0.009593012994821033,True,May 2020,0.017988960762910636,E,-8.862503284264575,in transit,Transit,0.0010284640819366,0.0012076007681776,0.0012231404317499,10833.395946605708,0.0731864121207763,0.0770815319174289,0.070141023753646,0.0031397723235992,0.0031759105753609,1.055083925932505,0.0785665110937285,0.0886780759344532
904,2020-05-21,-0.03,2020-05-22T04:57:41,HAT-P-67b_IN_2,CFB,Sci,2020-05-22T04:58:09.096817,dark,1590123461.268111544,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6587,1590122411.011031870,460,1590123461.193000000,17.117834,44.739175,17.107057,44.765338,20.928075,14.045909,80.584201,55.04385,54.574327,34.95615,29,308.85,29,308.85,1092.301947237132,-26.3075771862641,2458991.7070497316,1991.7070497316308,-0.04219526842712762,-0.008772218144442373,True,May 2020,0.014086073807553433,E,-8.105016136215863,in transit,Transit,0.0008231196054436,0.0010929077285291,0.0010620681463807,10833.316550309548,0.0581441074064059,0.0588900531547551,0.0683740117210071,0.0031118407966779,0.0031334948548124,0.954581419041688,0.0661480725626246,0.0708461419771775
904,2020-05-21,0.06,2020-05-22T05:03:20,HAT-P-67b_IN_2,CFB,Sci,2020-05-22T05:03:50.219477,dark,1590123800.166434552,17:06:26.56,+44:46:37.06,2000,2000,9.436,-18.185,UT20-2-011,6587,1590122411.011031870,460,1590123799.978000000,17.117893,44.73907,17.107116,44.765232,21.022381,14.140274,80.584201,55.04385,54.574327,34.95615,29,308.85,29,308.85,1086.492803274885,-26.36551203113049,2458991.7109979107,1991.7109979107045,-0.038247089353495856,-0.00795140838547533,True,May 2020,0.016199285237694806,E,-7.347299656908755,in transit,Transit,0.0010293392463835,0.0011178279048233,0.0011147832778594,10833.365664400995,0.0691388500072207,0.0729055017291102,0.0645420446193636,0.0028288581480321,0.0030322431336827,1.0845393057382653,0.0894413220343834,0.0973355734526724
