HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459391.74710,2021-06-26.2451081,bs,1.91,14.451,10.313,0.012,272.029,3.029,g
2459394.95400,2021-06-29.4520724,bC,1.42,15.309,10.782,0.009,176.621,1.417,g
2459394.95526,2021-06-29.4533302,bC,1.43,15.297,10.770,0.010,178.697,1.586,g
2459394.95654,2021-06-29.4546074,bC,1.39,15.301,10.776,0.009,177.654,1.549,g
2459396.94893,2021-07-01.4470386,bC,2.14,14.962,10.250,0.010,288.477,2.650,g
2459396.95020,2021-07-01.4483140,bC,2.07,14.976,10.247,0.010,289.201,2.626,g
2459396.95148,2021-07-01.4495878,bC,2.11,14.979,10.260,0.009,285.786,2.387,g
2459398.71731,2021-07-03.2154671,bs,1.48,14.874,10.218,0.005,297.113,1.232,g
2459398.71855,2021-07-03.2167101,bs,1.48,14.918,10.297,0.004,276.175,1.103,g
2459398.71978,2021-07-03.2179399,bs,1.48,14.876,10.263,0.009,285.027,2.466,g
2459401.94001,2021-07-06.4382351,bC,1.44,15.268,10.732,0.010,184.953,1.694,g
2459401.94127,2021-07-06.4394959,bC,1.46,15.261,10.721,0.010,186.916,1.795,g
2459401.94253,2021-07-06.4407635,bC,1.45,15.041,10.273,0.010,282.449,2.518,g
2459407.80899,2021-07-12.3073666,bC,1.50,99.990,99.990,99.990,99.990,99.990,g
2459407.81025,2021-07-12.3086304,bC,1.51,13.365,10.259,0.019,285.879,5.138,g
2459407.81152,2021-07-12.3098950,bC,1.47,99.990,99.990,99.990,99.990,99.990,g
2459408.76624,2021-07-13.2646488,bC,1.42,15.269,10.703,0.009,189.980,1.640,g
2459408.76750,2021-07-13.2659048,bC,1.37,15.292,10.759,0.010,180.522,1.711,g
2459408.76876,2021-07-13.2671679,bC,1.41,15.044,10.259,0.010,286.044,2.529,g
2459410.91336,2021-07-15.4118238,bC,1.57,15.266,10.734,0.010,184.658,1.732,g
2459410.91462,2021-07-15.4130859,bC,1.53,15.264,10.736,0.010,184.364,1.722,g
2459410.91589,2021-07-15.4143546,bC,1.53,15.224,10.650,0.010,199.523,1.907,g
2459412.83401,2021-07-17.3325262,bC,1.45,15.287,10.746,0.010,182.625,1.621,g
2459412.83526,2021-07-17.3337763,bC,1.46,15.270,10.709,0.010,189.062,1.675,g
2459412.83654,2021-07-17.3350557,bC,1.46,15.037,10.248,0.010,288.927,2.694,g
2459412.86868,2021-07-17.3672040,bC,1.57,15.028,10.248,0.010,288.888,2.632,g
2459412.86994,2021-07-17.3684614,bC,1.58,15.248,10.689,0.009,192.520,1.640,g
2459412.87121,2021-07-17.3697285,bC,1.64,15.025,10.255,0.010,287.234,2.599,g
2459412.89181,2021-07-17.3903327,bC,2.04,14.994,10.251,0.010,288.228,2.651,g
2459412.89308,2021-07-17.3915971,bC,1.75,15.038,10.277,0.009,281.204,2.237,g
2459412.89434,2021-07-17.3928598,bC,1.75,15.015,10.264,0.010,284.611,2.556,g
2459413.79152,2021-07-18.2900636,bs,1.42,14.832,10.247,0.010,289.270,2.555,g
2459413.79275,2021-07-18.2913009,bs,1.44,14.840,10.263,0.009,284.788,2.428,g
2459413.79399,2021-07-18.2925403,bs,1.47,14.795,10.184,0.009,306.546,2.578,g
2459415.92216,2021-07-20.4207704,bC,1.52,15.266,10.789,0.010,175.648,1.598,g
2459415.92342,2021-07-20.4220349,bC,1.51,15.288,10.825,0.010,169.797,1.493,g
2459415.92470,2021-07-20.4233130,bC,1.58,15.019,10.265,0.010,284.265,2.526,g
2459416.84944,2021-07-21.3480906,bs,1.57,14.328,10.241,0.014,290.925,3.878,g
2459420.75929,2021-07-25.2580517,bC,1.50,15.287,10.769,0.010,178.889,1.646,g
2459420.76055,2021-07-25.2593111,bC,1.47,15.039,10.260,0.010,285.715,2.556,g
2459420.76179,2021-07-25.2605576,bC,1.47,15.298,10.786,0.009,176.140,1.514,g
2459423.81597,2021-07-28.3148292,bC,1.37,15.249,10.682,0.010,193.789,1.789,g
2459423.81724,2021-07-28.3161010,bC,1.38,15.299,10.778,0.010,177.446,1.582,g
2459423.81852,2021-07-28.3173777,bC,1.44,15.285,10.760,0.010,180.368,1.650,g
2459424.87726,2021-07-29.3761583,bC,1.50,14.925,10.255,0.010,286.969,2.531,g
2459424.87852,2021-07-29.3774179,bC,1.43,15.202,10.798,0.010,174.185,1.636,g
2459424.87978,2021-07-29.3786785,bC,1.44,14.972,10.264,0.010,284.819,2.556,g
2459425.75268,2021-07-30.2516067,bs,1.45,14.910,10.278,0.009,281.108,2.326,g
2459425.75393,2021-07-30.2528554,bs,1.42,14.888,10.241,0.009,290.701,2.468,g
2459425.75516,2021-07-30.2540925,bs,1.47,14.943,10.311,0.004,272.655,1.083,g
2459426.79934,2021-07-31.2983010,bC,1.40,15.287,10.779,0.010,177.199,1.675,g
2459426.80059,2021-07-31.2995512,bC,1.40,15.274,10.759,0.010,180.505,1.717,g
2459426.80184,2021-07-31.3007998,bC,1.40,15.022,10.250,0.010,288.474,2.687,g
2459427.76143,2021-08-01.2604245,bs,1.50,14.878,10.255,0.008,287.006,2.228,g
2459427.76266,2021-08-01.2616533,bs,1.45,14.841,10.192,0.010,304.275,2.722,g
2459427.76390,2021-08-01.2628965,bs,1.44,14.850,10.218,0.010,297.196,2.719,g
2459430.81045,2021-08-04.3095524,bs,1.49,14.573,10.262,0.009,285.163,2.371,g
2459430.81169,2021-08-04.3107929,bs,1.49,14.586,10.266,0.008,284.436,2.014,g
2459430.81294,2021-08-04.3120431,bs,1.51,14.603,10.287,0.005,278.743,1.374,g
2459431.75142,2021-08-05.2505539,bs,1.50,14.763,10.232,0.009,293.329,2.556,g
2459431.75265,2021-08-05.2517885,bs,1.50,14.827,10.320,0.004,270.472,1.055,g
2459431.75386,2021-08-05.2530045,bs,1.54,14.756,10.213,0.008,298.641,2.183,g
2459432.71041,2021-08-06.2095715,bs,1.43,14.846,10.265,0.009,284.375,2.280,g
2459432.71164,2021-08-06.2108050,bs,1.45,14.820,10.221,0.009,296.196,2.484,g
2459432.71288,2021-08-06.2120472,bs,1.47,14.822,10.223,0.009,295.555,2.383,g
2459433.71406,2021-08-07.2132666,bs,1.53,14.779,10.243,0.009,290.334,2.412,g
2459433.71530,2021-08-07.2145072,bs,1.51,14.825,10.292,0.004,277.358,1.085,g
2459433.71654,2021-08-07.2157480,bs,1.54,14.767,10.223,0.009,295.669,2.570,g
2459434.71329,2021-08-08.2125298,bs,1.40,14.850,10.240,0.009,291.297,2.506,g
2459434.71453,2021-08-08.2137693,bs,1.45,14.858,10.243,0.008,290.221,2.244,g
2459434.71577,2021-08-08.2150099,bs,1.43,14.899,10.290,0.004,277.964,1.026,g
2459436.69631,2021-08-10.1956302,bs,1.45,14.859,10.195,0.009,303.357,2.441,g
2459436.69756,2021-08-10.1968731,bs,1.45,14.879,10.232,0.009,293.192,2.359,g
2459436.69880,2021-08-10.1981083,bs,1.45,14.934,10.302,0.004,274.967,1.028,g
2459437.80530,2021-08-11.3046611,bC,1.43,14.720,10.313,0.005,271.943,1.327,g
2459437.80656,2021-08-11.3059136,bC,1.43,14.577,10.259,0.011,286.105,2.860,g
2459437.80782,2021-08-11.3071790,bC,1.42,14.465,10.270,0.011,283.026,2.930,g
2459439.78132,2021-08-13.2807524,bC,1.56,15.040,10.258,0.010,286.329,2.561,g
2459439.78258,2021-08-13.2820155,bC,1.45,15.294,10.758,0.010,180.732,1.613,g
2459439.78385,2021-08-13.2832821,bC,1.54,15.270,10.726,0.010,185.921,1.756,g
2459443.84063,2021-08-17.3402215,bC,1.42,15.249,10.792,0.010,175.007,1.639,g
2459443.84189,2021-08-17.3414667,bC,1.44,14.999,10.268,0.010,283.762,2.678,g
2459443.84315,2021-08-17.3427307,bC,1.42,15.005,10.274,0.010,281.872,2.519,g
2459445.80874,2021-08-19.3084035,bC,1.40,15.024,10.268,0.010,283.616,2.610,g
2459445.81001,2021-08-19.3096660,bC,1.43,15.336,10.871,0.005,162.832,0.646,g
2459445.81127,2021-08-19.3109276,bC,1.41,15.232,10.717,0.009,187.622,1.650,g
2459448.70359,2021-08-22.2033542,bs,1.51,14.897,10.322,0.005,269.940,1.288,g
2459448.70607,2021-08-22.2058368,bs,1.56,14.881,10.309,0.004,273.054,1.145,g
2459450.75190,2021-08-24.2517405,bs,1.55,14.888,10.303,0.005,274.767,1.301,g
2459450.75314,2021-08-24.2529811,bs,1.55,14.896,10.306,0.005,274.123,1.229,g
2459450.75438,2021-08-24.2542221,bs,1.49,14.858,10.277,0.008,281.510,2.170,g
2459451.71533,2021-08-25.2152047,bs,1.45,14.897,10.287,0.009,278.635,2.262,g
2459451.71657,2021-08-25.2164465,bs,1.48,14.875,10.248,0.008,288.916,2.256,g
2459451.71779,2021-08-25.2176803,bs,1.48,14.926,10.306,0.005,273.982,1.243,g
2459455.75551,2021-08-29.2555410,bC,1.47,15.286,10.754,0.010,181.340,1.645,g
2459455.75677,2021-08-29.2568076,bC,1.43,15.248,10.675,0.010,195.031,1.763,g
2459455.75804,2021-08-29.2580728,bC,1.41,15.297,10.769,0.010,178.858,1.593,g
2459458.74962,2021-09-01.2497793,bC,1.55,14.599,10.268,0.012,283.508,3.184,g
2459458.75089,2021-09-01.2510435,bC,1.52,14.677,10.255,0.012,286.999,3.237,g
2459458.75214,2021-09-01.2522946,bC,1.52,14.375,10.344,0.018,264.376,4.405,g
2459462.75836,2021-09-05.2586708,bC,1.71,15.012,10.259,0.011,286.101,2.757,g
2459462.75963,2021-09-05.2599340,bC,1.60,15.028,10.261,0.010,285.504,2.707,g
2459462.76089,2021-09-05.2611971,bC,1.65,15.019,10.253,0.011,287.559,2.832,g
2459464.71144,2021-09-07.2118155,bs,1.44,14.834,10.253,0.008,287.717,2.192,g
2459464.71268,2021-09-07.2130590,bs,1.44,14.860,10.279,0.005,280.699,1.240,g
2459464.71392,2021-09-07.2142966,bs,1.43,14.810,10.222,0.009,296.063,2.414,g
2459466.76306,2021-09-09.2635259,bC,1.40,15.028,10.250,0.010,288.327,2.631,g
2459466.76432,2021-09-09.2647783,bC,1.43,15.035,10.261,0.010,285.363,2.542,g
2459466.76558,2021-09-09.2660306,bC,1.42,15.289,10.774,0.010,177.953,1.623,g
2459467.70176,2021-09-10.2022481,bs,1.46,14.844,10.283,0.004,279.777,1.154,g
2459467.70298,2021-09-10.2034704,bs,1.49,14.782,10.222,0.010,295.935,2.708,g
2459467.70423,2021-09-10.2047167,bs,1.47,14.842,10.286,0.005,279.194,1.250,g
2459469.67811,2021-09-12.1786768,bs,1.50,14.786,10.257,0.009,286.592,2.417,g
2459469.67935,2021-09-12.1799211,bs,1.47,14.792,10.261,0.009,285.600,2.300,g
2459469.68059,2021-09-12.1811586,bs,1.49,14.773,10.229,0.009,294.077,2.450,g
2459471.67631,2021-09-14.1769530,bs,1.47,14.846,10.292,0.008,277.577,2.046,g
2459471.67756,2021-09-14.1781981,bs,1.47,14.820,10.254,0.008,287.442,2.238,g
2459471.67879,2021-09-14.1794282,bs,1.46,14.820,10.257,0.009,286.426,2.450,g
2459475.72688,2021-09-18.2276615,bC,1.56,15.078,10.321,0.004,270.071,0.937,g
2459475.72813,2021-09-18.2289233,bC,1.57,15.256,10.729,0.004,185.596,0.707,g
2459475.72940,2021-09-18.2301853,bC,1.53,15.236,10.744,0.009,183.047,1.612,g
2459476.71483,2021-09-19.2156459,bC,1.65,15.039,10.316,0.004,271.287,1.011,g
2459476.71608,2021-09-19.2169008,bC,1.52,15.206,10.704,0.010,189.938,1.722,g
2459476.71732,2021-09-19.2181509,bC,1.59,15.228,10.733,0.009,184.845,1.627,g
2459479.72708,2021-09-22.2280081,bC,1.52,15.023,10.263,0.009,284.833,2.413,g
2459479.72834,2021-09-22.2292687,bC,1.51,15.265,10.780,0.009,177.043,1.562,g
2459479.72960,2021-09-22.2305290,bC,1.54,15.014,10.252,0.010,287.749,2.598,g
2459480.67566,2021-09-23.1766225,bs,1.49,14.853,10.262,0.009,285.153,2.423,g
2459480.67692,2021-09-23.1778741,bs,1.49,14.904,10.307,0.005,273.548,1.267,g
2459480.67817,2021-09-23.1791346,bs,1.51,14.858,10.267,0.009,283.935,2.250,g
2459482.71732,2021-09-25.2183475,bC,1.53,15.308,10.769,0.004,178.746,0.719,g
2459482.71860,2021-09-25.2196224,bC,1.53,15.037,10.266,0.009,284.096,2.445,g
2459482.71986,2021-09-25.2208913,bC,1.46,15.262,10.720,0.010,187.092,1.784,g
2459483.67181,2021-09-26.1728724,bs,1.43,14.795,10.232,0.009,293.441,2.384,g
2459486.70693,2021-09-29.2080973,bC,1.51,15.243,10.830,0.010,169.024,1.528,g
2459486.70819,2021-09-29.2093579,bC,1.46,15.264,10.789,0.010,175.503,1.594,g
2459486.70946,2021-09-29.2106218,bC,1.42,15.216,10.672,0.010,195.637,1.768,g
2459488.63593,2021-10-01.1371553,bs,1.56,14.115,10.209,0.020,299.697,5.425,g
2459488.63716,2021-10-01.1383866,bs,1.53,14.697,10.209,0.009,299.670,2.560,g
2459488.63839,2021-10-01.1396192,bs,1.53,14.774,10.214,0.008,298.252,2.093,g
2459490.58652,2021-10-03.0878020,bs,1.46,14.881,10.233,0.009,293.058,2.431,g
2459490.58773,2021-10-03.0890226,bs,1.44,14.931,10.283,0.004,279.815,1.014,g
2459490.58896,2021-10-03.0902531,bs,1.44,14.896,10.257,0.009,286.565,2.347,g
2459493.63223,2021-10-06.1336164,bs,1.43,14.873,10.253,0.009,287.623,2.363,g
2459493.63348,2021-10-06.1348606,bs,1.43,14.899,10.252,0.005,287.795,1.207,g
2459493.63472,2021-10-06.1361084,bs,1.45,14.867,10.250,0.009,288.592,2.495,g
2459495.63408,2021-10-08.1355271,bs,1.48,14.855,10.232,0.009,293.342,2.546,g
2459495.63532,2021-10-08.1367690,bs,1.43,14.874,10.249,0.008,288.617,2.257,g
2459495.63656,2021-10-08.1380087,bs,1.44,14.902,10.275,0.004,281.831,1.119,g
2459497.60706,2021-10-10.1085710,bs,1.46,14.882,10.234,0.010,292.642,2.559,g
2459497.60831,2021-10-10.1098011,bs,1.46,14.879,10.227,0.008,294.366,2.262,g
2459497.60955,2021-10-10.1110468,bs,1.45,14.879,10.229,0.009,293.990,2.505,g
2459499.59788,2021-10-12.0994395,bs,1.43,14.885,10.265,0.009,284.389,2.464,g
2459499.59911,2021-10-12.1006708,bs,1.47,14.916,10.278,0.005,281.086,1.199,g
2459499.60034,2021-10-12.1018950,bs,1.46,14.892,10.269,0.008,283.346,2.111,g
2459501.59886,2021-10-14.1004719,bs,1.46,14.904,10.280,0.009,280.553,2.284,g
2459501.60009,2021-10-14.1017008,bs,1.46,15.170,10.828,0.009,169.378,1.471,g
2459501.60133,2021-10-14.1029402,bs,1.48,14.924,10.287,0.004,278.766,1.144,g
2459502.61448,2021-10-15.1161156,bs,1.43,14.893,10.273,0.009,282.353,2.354,g
2459502.61572,2021-10-15.1173575,bs,1.48,14.929,10.300,0.005,275.371,1.238,g
2459502.61695,2021-10-15.1185913,bs,1.47,14.875,10.238,0.009,291.540,2.302,g
2459504.61087,2021-10-17.1125553,bs,1.59,14.705,10.249,0.009,288.735,2.445,g
2459504.61209,2021-10-17.1137847,bs,1.56,14.833,10.296,0.004,276.476,1.072,g
2459504.61335,2021-10-17.1150314,bs,1.58,14.837,10.264,0.009,284.742,2.250,g
2459506.60438,2021-10-19.1061196,bs,1.41,14.847,10.256,0.009,286.821,2.395,g
2459506.60563,2021-10-19.1073615,bs,1.52,14.872,10.277,0.007,281.270,1.933,g
2459506.60686,2021-10-19.1086012,bs,1.48,15.114,10.846,0.009,166.493,1.412,g
2459507.60118,2021-10-20.1029523,bs,1.44,14.901,10.316,0.005,271.536,1.209,g
2459507.60244,2021-10-20.1041930,bs,1.48,14.886,10.300,0.005,275.526,1.227,g
2459507.60368,2021-10-20.1054336,bs,1.46,14.859,10.269,0.009,283.469,2.424,g
2459508.59710,2021-10-21.0988871,bs,1.53,14.684,10.274,0.008,282.074,2.066,g
2459508.59833,2021-10-21.1001162,bs,1.59,14.679,10.254,0.011,287.547,2.846,g
2459508.59957,2021-10-21.1013531,bs,1.46,14.668,10.251,0.009,287.996,2.433,g
2459509.60029,2021-10-22.1020935,bs,1.46,14.821,10.259,0.009,285.819,2.402,g
2459510.59661,2021-10-23.0984383,bs,1.44,14.854,10.267,0.008,283.847,2.212,g
2459510.59786,2021-10-23.0996932,bs,1.41,14.731,10.250,0.011,288.226,2.748,g
2459511.58936,2021-10-24.0912078,bs,1.44,14.826,10.181,0.010,307.321,2.765,g
2459511.59060,2021-10-24.0924473,bs,1.46,14.862,10.250,0.009,288.439,2.272,g
2459511.59186,2021-10-24.0937099,bs,1.45,14.892,10.268,0.005,283.828,1.205,g
2459513.58025,2021-10-26.0821359,bs,1.45,14.887,10.251,0.008,288.132,2.228,g
2459513.58149,2021-10-26.0833842,bs,1.45,14.881,10.246,0.009,289.491,2.485,g
2459513.58272,2021-10-26.0846116,bs,1.42,14.925,10.298,0.004,276.053,1.058,g
2459514.57964,2021-10-27.0815520,bs,1.71,14.808,10.266,0.010,284.193,2.591,g
2459514.58088,2021-10-27.0827962,bs,1.70,14.795,10.241,0.010,290.821,2.583,g
2459514.58214,2021-10-27.0840548,bs,1.70,14.774,10.220,0.009,296.575,2.526,g
2459516.56657,2021-10-29.0685224,bs,1.43,14.889,10.251,0.009,288.260,2.355,g
2459516.56781,2021-10-29.0697646,bs,1.48,14.945,10.315,0.004,271.596,0.989,g
2459516.56905,2021-10-29.0710078,bs,1.46,14.889,10.242,0.008,290.501,2.125,g
2459517.57162,2021-10-30.0735899,bs,1.45,15.131,10.737,0.009,184.191,1.538,g
2459517.57287,2021-10-30.0748377,bs,1.43,14.875,10.235,0.009,292.672,2.452,g
2459517.57410,2021-10-30.0760725,bs,1.44,14.871,10.223,0.009,295.655,2.393,g
2459520.56481,2021-11-02.0668398,bs,1.41,14.862,10.248,0.009,289.091,2.342,g
2459520.56605,2021-11-02.0680797,bs,1.43,14.838,10.200,0.009,301.809,2.372,g
2459520.56732,2021-11-02.0693368,bs,1.46,14.858,10.235,0.009,292.530,2.422,g
2459523.55937,2021-11-05.0614331,bs,1.46,14.856,10.224,0.010,295.240,2.613,g
2459523.56061,2021-11-05.0626686,bs,1.44,14.882,10.221,0.004,296.143,1.213,g
2459523.56183,2021-11-05.0639024,bs,1.44,15.152,10.811,0.009,171.977,1.435,g
2459525.54744,2021-11-07.0495383,bs,1.76,14.915,10.311,0.004,272.622,1.133,g
2459525.54867,2021-11-07.0507660,bs,1.79,14.857,10.254,0.010,287.243,2.659,g
2459525.54993,2021-11-07.0520291,bs,1.77,14.846,10.239,0.010,291.416,2.789,g
2459527.54739,2021-11-09.0495055,bs,1.77,13.567,10.291,0.018,277.638,4.656,g
2459527.54864,2021-11-09.0507626,bs,1.82,13.103,10.335,0.033,266.651,8.187,g
2459527.54988,2021-11-09.0520032,bs,2.16,99.990,99.990,99.990,99.990,99.990,g
2459528.54585,2021-11-10.0479782,bs,1.43,14.889,10.299,0.006,275.573,1.606,g
2459528.54708,2021-11-10.0492125,bs,1.48,14.837,10.240,0.009,291.220,2.469,g
2459528.54832,2021-11-10.0504530,bs,1.58,14.810,10.190,0.009,304.670,2.627,g
2459531.53347,2021-11-13.0356306,bs,1.64,14.835,10.305,0.005,274.186,1.288,g
2459531.53471,2021-11-13.0368643,bs,1.79,14.864,10.319,0.005,270.620,1.273,g
2459531.53594,2021-11-13.0380952,bs,1.61,14.843,10.276,0.009,281.737,2.336,g
2459573.03557,2021-12-24.5375373,bs,1.69,14.537,10.286,0.015,278.999,3.771,g
2459573.03681,2021-12-24.5387773,bs,1.72,14.578,10.306,0.013,273.978,3.263,g
2459574.03200,2021-12-25.5339483,bs,1.62,14.346,10.288,0.016,278.509,4.166,g
2459574.03323,2021-12-25.535175,bs,1.53,14.440,10.310,0.013,272.876,3.366,g
2459574.03447,2021-12-25.5364145,bs,1.68,14.452,10.274,0.013,282.150,3.244,g
2459579.01893,2021-12-30.5207728,bs,1.51,14.609,10.245,0.013,289.616,3.566,g
2459579.02017,2021-12-30.5220127,bs,1.47,14.666,10.258,0.011,286.409,2.980,g
2459579.02141,2021-12-30.5232497,bs,1.47,14.709,10.246,0.011,289.374,2.862,g
2459592.13594,2022-01-12.6374497,bC,1.49,14.944,10.253,0.010,287.529,2.570,g
2459595.12577,2022-01-15.6271983,bC,1.46,14.960,10.282,0.008,280.026,2.109,g
2459595.12705,2022-01-15.6284717,bC,1.44,14.961,10.278,0.009,281.156,2.226,g
2459595.12830,2022-01-15.6297231,bC,1.41,15.248,10.876,0.010,162.156,1.417,g
2459596.99640,2022-01-17.4977651,bs,1.46,14.816,10.214,0.009,298.168,2.495,g
2459596.99763,2022-01-17.4990034,bs,1.56,14.852,10.260,0.008,285.784,2.169,g
2459596.99887,2022-01-17.5002357,bs,1.57,14.843,10.251,0.008,288.186,2.225,g
2459597.01590,2022-01-17.5172627,bs,1.56,14.785,10.239,0.009,291.545,2.496,g
2459597.01713,2022-01-17.5184988,bs,1.65,14.819,10.259,0.009,286.015,2.430,g
2459597.01837,2022-01-17.5197358,bs,1.56,14.836,10.260,0.009,285.726,2.290,g
2459598.99379,2022-01-19.4950952,bs,1.54,14.584,10.300,0.006,275.523,1.589,g
2459600.11329,2022-01-20.6145593,bC,1.75,14.915,10.269,0.010,283.545,2.485,g
2459600.11457,2022-01-20.6158327,bC,1.70,14.957,10.327,0.004,268.688,1.077,g
2459600.11583,2022-01-20.6170980,bC,1.65,14.960,10.329,0.005,268.266,1.145,g
2459601.98802,2022-01-22.4892239,bs,1.82,14.827,10.265,0.008,284.414,2.181,g
2459602.01261,2022-01-22.5138153,bs,1.79,14.834,10.232,0.009,293.354,2.390,g
2459602.01385,2022-01-22.5150620,bs,1.71,14.836,10.237,0.009,292.032,2.499,g
2459602.01509,2022-01-22.5163009,bs,1.78,14.833,10.240,0.009,291.006,2.328,g
2459604.11686,2022-01-24.6179998,bC,1.70,14.945,10.270,0.009,283.269,2.446,g
2459604.11813,2022-01-24.6192708,bC,1.74,14.996,10.320,0.004,270.374,0.917,g
2459604.11940,2022-01-24.6205362,bC,1.75,14.940,10.264,0.010,284.677,2.708,g
2459605.95883,2022-01-26.4599137,bs,1.49,14.822,10.239,0.009,291.578,2.395,g
2459605.96007,2022-01-26.4611521,bs,1.48,14.839,10.252,0.008,287.788,2.192,g
2459605.96130,2022-01-26.4623833,bs,1.43,14.872,10.285,0.004,279.242,1.113,g
2459607.09791,2022-01-27.5989534,bC,1.47,14.965,10.273,0.010,282.170,2.548,g
2459607.09918,2022-01-27.6002165,bC,1.45,14.962,10.266,0.010,283.994,2.685,g
2459607.10044,2022-01-27.6014782,bC,1.44,15.287,10.867,0.005,163.340,0.687,g
2459609.12520,2022-01-29.6261665,bC,1.44,15.002,10.282,0.010,280.089,2.574,g
2459609.12647,2022-01-29.6274413,bC,1.43,15.266,10.807,0.010,172.804,1.503,g
2459609.12773,2022-01-29.6286866,bC,1.45,14.988,10.257,0.010,286.724,2.612,g
2459611.12729,2022-01-31.6281868,bC,1.58,14.982,10.253,0.011,287.604,2.778,g
2459611.12854,2022-01-31.6294439,bC,1.57,15.217,10.731,0.011,185.212,1.832,g
2459611.12980,2022-01-31.6306964,bC,1.57,15.205,10.700,0.010,190.585,1.821,g
2459617.06297,2022-02-06.5636545,bC,1.48,14.939,10.268,0.010,283.738,2.610,g
2459617.06424,2022-02-06.5649185,bC,1.44,15.193,10.775,0.010,177.873,1.667,g
2459617.06550,2022-02-06.5661847,bC,1.48,14.944,10.266,0.010,284.082,2.615,g
2459619.06278,2022-02-08.5633797,bC,1.57,14.927,10.259,0.009,285.884,2.440,g
2459619.06405,2022-02-08.5646532,bC,1.56,14.922,10.250,0.010,288.477,2.586,g
2459619.06533,2022-02-08.5659290,bC,1.61,14.939,10.275,0.009,281.622,2.292,g
2459621.13049,2022-02-10.6310104,bC,1.43,15.248,10.757,0.010,180.818,1.636,g
2459621.13175,2022-02-10.6322741,bC,1.45,15.272,10.801,0.010,173.609,1.521,g
2459621.13302,2022-02-10.6335449,bC,1.47,15.003,10.263,0.010,285.036,2.531,g
2459623.04837,2022-02-12.5488233,bC,1.44,15.210,10.834,0.010,168.431,1.497,g
2459623.04965,2022-02-12.5500980,bC,1.47,14.936,10.267,0.010,284.155,2.615,g
2459623.05089,2022-02-12.5513377,bC,1.38,14.989,10.314,0.004,272.037,1.011,g
2459625.04171,2022-02-14.5420885,bC,1.63,14.929,10.275,0.010,281.846,2.522,g
2459625.04298,2022-02-14.5433501,bC,1.66,14.960,10.313,0.004,272.204,1.126,g
2459625.04423,2022-02-14.5446114,bC,1.60,14.929,10.277,0.010,281.382,2.561,g
2459627.06130,2022-02-16.5615946,bC,1.50,14.986,10.313,0.004,272.021,0.929,g
2459627.06256,2022-02-16.5628635,bC,1.48,15.229,10.926,0.009,154.737,1.318,g
2459627.06385,2022-02-16.5641403,bC,1.55,15.191,10.832,0.005,168.855,0.745,g
2459631.04376,2022-02-20.5439039,bC,1.48,14.960,10.282,0.009,280.107,2.440,g
2459631.04502,2022-02-20.5451678,bC,1.44,14.954,10.281,0.009,280.514,2.436,g
2459631.04629,2022-02-20.5464336,bC,1.51,14.954,10.266,0.010,284.387,2.603,g
2459633.03584,2022-02-22.5359013,bC,1.50,15.211,10.809,0.010,172.418,1.553,g
2459633.03711,2022-02-22.5371712,bC,1.49,14.957,10.266,0.009,284.194,2.318,g
2459633.03837,2022-02-22.5384341,bC,1.47,14.967,10.281,0.009,280.363,2.224,g
2459636.03749,2022-02-25.5374359,bC,1.55,14.963,10.257,0.010,286.444,2.579,g
2459636.03876,2022-02-25.5387070,bC,1.51,14.968,10.265,0.010,284.442,2.562,g
2459636.04003,2022-02-25.5399725,bC,1.51,15.198,10.729,0.010,185.526,1.694,g
2459638.10301,2022-02-27.6028752,bC,1.59,14.998,10.251,0.010,287.994,2.585,g
2459638.10428,2022-02-27.6041427,bC,1.60,15.214,10.683,0.010,193.583,1.791,g
2459638.10554,2022-02-27.6054151,bC,1.51,15.001,10.245,0.010,289.626,2.630,g
2459640.09084,2022-03-01.5906327,bC,1.39,15.007,10.251,0.010,288.082,2.614,g
2459640.09212,2022-03-01.5919038,bC,1.38,15.278,10.805,0.011,173.038,1.675,g
2459640.09338,2022-03-01.5931726,bC,1.41,15.024,10.268,0.009,283.670,2.279,g
2459640.09855,2022-03-01.5983318,bC,1.44,15.286,10.806,0.010,172.935,1.595,g
2459640.09980,2022-03-01.5995937,bC,1.43,15.228,10.698,0.011,190.936,1.866,g
2459640.10109,2022-03-01.6008699,bC,1.41,15.280,10.802,0.011,173.524,1.649,g
2459641.98954,2022-03-03.4892593,bs,1.45,15.200,10.695,0.010,191.337,1.777,g
2459641.99078,2022-03-03.4905019,bs,1.40,15.185,10.694,0.009,191.479,1.592,g
2459641.99204,2022-03-03.4917472,bs,1.44,15.024,10.301,0.004,275.109,0.970,g
2459643.99484,2022-03-05.4944712,bC,1.45,15.188,10.780,0.010,176.953,1.611,g
2459643.99610,2022-03-05.4957390,bC,1.45,14.932,10.256,0.009,286.843,2.486,g
2459643.99737,2022-03-05.4970067,bC,1.47,14.935,10.258,0.009,286.204,2.426,g
2459646.00811,2022-03-07.5076689,bC,1.41,14.943,10.255,0.010,287.185,2.515,g
2459646.00940,2022-03-07.5089493,bC,1.41,15.243,10.843,0.010,167.018,1.529,g
2459646.01066,2022-03-07.5102123,bC,1.43,14.965,10.264,0.009,284.766,2.303,g
2459646.03115,2022-03-07.5307155,bC,1.42,15.250,10.799,0.010,173.995,1.510,g
