date,ew,ew_unc,int_wv,jd,qidx,star_name,time
2020-04-29,1.7209233475850396,0.01875812936218628,8542.0,2458968.773847619,6438.0,HAT-P-67b_OUT_1_after1,06:34:20
2020-04-29,1.7037997116226098,0.0178619461968518,8542.0,2458968.777795842,6438.0,HAT-P-67b_OUT_1_after1,06:40:01
2020-04-29,1.6955687752975195,0.018951912461208253,8542.0,2458968.781744182,6438.0,HAT-P-67b_OUT_1_after1,06:45:42
2020-04-29,1.7022361327366056,0.018249836009060088,8542.0,2458968.7856925637,6438.0,HAT-P-67b_OUT_1_after1,06:51:23
2020-05-20,1.7138283220640107,0.01565068324803097,8542.0,2458989.94688997,6599.0,HAT-P-67b_OUT_2_before2,10:43:31
2020-05-20,2.065239816058237,1.9456052610638246,8542.0,2458989.950838237,6599.0,HAT-P-67b_OUT_2_before2,10:49:12
2020-05-20,0.9332923351060674,1.7920649516140341,8542.0,2458989.9547866844,6599.0,HAT-P-67b_OUT_2_before2,10:54:53
2020-05-20,2.661120433252171,3.845162350793818,8542.0,2458989.9587348187,6599.0,HAT-P-67b_OUT_2_before2,11:00:34
2020-05-21,1.7113101771559238,0.016765492533052918,8542.0,2458990.9327065917,6588.0,HAT-P-67b_OUT_2_before1,10:23:05
2020-05-21,1.6802070817427024,0.0157733050393175,8542.0,2458990.936654777,6588.0,HAT-P-67b_OUT_2_before1,10:28:46
2020-05-21,479.9587825010254,44173.1236878235,8542.0,2458990.9406031384,6588.0,HAT-P-67b_OUT_2_before1,10:34:28
2020-05-21,1.739789598973181,0.014780139243920349,8542.0,2458990.9445516467,6588.0,HAT-P-67b_OUT_2_before1,10:40:09
2020-05-23,1.926674047194983,1.8149005671805845,8542.0,2458992.9277853277,6589.0,HAT-P-67b_OUT_2_after1,10:16:00
2020-05-23,4.501079307361576,6.08506739476141,8542.0,2458992.9317334336,6589.0,HAT-P-67b_OUT_2_after1,10:21:41
2020-05-23,1.6766712303774718,0.019758494940494822,8542.0,2458992.935681862,6589.0,HAT-P-67b_OUT_2_after1,10:27:22
2020-05-23,18.768417055658766,3.3705170621119698,8542.0,2458992.939630175,6589.0,HAT-P-67b_OUT_2_after1,10:33:04
2020-05-24,0.940023845567054,1.7232999812530112,8542.0,2458993.93210912,6600.0,HAT-P-67b_OUT_2_after2,10:22:14
2020-05-24,1.7142497821519456,0.01425751150332056,8542.0,2458993.936057514,6600.0,HAT-P-67b_OUT_2_after2,10:27:55
2020-05-24,0.8952792915855395,0.7827495710163986,8542.0,2458993.9400058663,6600.0,HAT-P-67b_OUT_2_after2,10:33:36
2020-05-24,1.5877380106920498,0.3983313799225838,8542.0,2458993.9439541413,6600.0,HAT-P-67b_OUT_2_after2,10:39:17
2020-06-13,17.553819993182124,228.49747733927924,8542.0,2459013.8846909334,6941.0,HAT-P-67b_OUT_3_before2,09:13:57
2020-06-13,3.6428262594011747,6.911885041444098,8542.0,2459013.8886393085,6941.0,HAT-P-67b_OUT_3_before2,09:19:38
2020-06-13,4.434997410942212,12.10995341569354,8542.0,2459013.892587688,6941.0,HAT-P-67b_OUT_3_before2,09:25:19
2020-06-14,-0.12255556601251334,0.6977819015577245,8542.0,2459014.8808869235,6939.0,HAT-P-67b_OUT_3_before1,09:08:28
2020-06-14,1.7463610085292853,0.01706434902184041,8542.0,2459014.8848351873,6939.0,HAT-P-67b_OUT_3_before1,09:14:09
2020-06-14,-1831.0571323743534,10239.512789680162,8542.0,2459014.888783783,6939.0,HAT-P-67b_OUT_3_before1,09:19:50
2020-06-14,-345.374794623583,1937.4167395748666,8542.0,2459014.892731892,6939.0,HAT-P-67b_OUT_3_before1,09:25:32
2020-06-15,1.986335752722099,1.3641673180235492,8542.0,2459015.874976189,6943.0,HAT-P-67b_OUT_same3,08:59:57
2020-06-15,1.7383303564002113,0.027233571199403103,8542.0,2459015.8789243554,6943.0,HAT-P-67b_OUT_same3,09:05:39
2020-06-15,2.0954964065074435,2.9123475923796662,8542.0,2459015.8828729396,6943.0,HAT-P-67b_OUT_same3,09:11:20
2020-06-15,1.788994821467251,0.03145674149499575,8542.0,2459015.886821066,6943.0,HAT-P-67b_OUT_same3,09:17:01
2020-06-15,1.6948579490618467,0.03461044078742182,8542.0,2459015.8907692144,6943.0,HAT-P-67b_OUT_same3,09:22:42
2020-06-15,1.6853427848008038,0.02507867907729185,8542.0,2459015.89471743,6943.0,HAT-P-67b_OUT_same3,09:28:23
2020-06-15,2154.1742130348616,12001.91139204022,8542.0,2459015.8986657443,6943.0,HAT-P-67b_OUT_same3,09:34:04
2020-06-15,784490.8399922741,4380126.536899172,8542.0,2459015.9026140417,6943.0,HAT-P-67b_OUT_same3,09:39:45
2020-06-15,1.520147433803577,0.6059141063120119,8542.0,2459015.9065622753,6943.0,HAT-P-67b_OUT_same3,09:45:26
2020-06-16,-648.1750446730409,2324.667832884359,8542.0,2459016.869060694,6940.0,HAT-P-67b_OUT_3_after1,08:51:26
2020-06-16,19.9610771116625,0.16278193038674404,8542.0,2459016.873008914,6940.0,HAT-P-67b_OUT_3_after1,08:57:07
2020-06-16,1.7007344515494636,0.016001874589559408,8542.0,2459016.8769569886,6940.0,HAT-P-67b_OUT_3_after1,09:02:49
2020-06-16,1.300445719064297,0.7514538552123072,8542.0,2459016.880905232,6940.0,HAT-P-67b_OUT_3_after1,09:08:30
2020-06-18,1.5772723232700243,2.8931394038398697,8542.0,2459018.8740068753,6942.0,HAT-P-67b_OUT_3_after2,08:58:34
2020-06-18,-108.31454701934891,382.1833897904393,8542.0,2459018.877955376,6942.0,HAT-P-67b_OUT_3_after2,09:04:15
2020-06-18,1.762264811095189,0.018489200265339564,8542.0,2459018.8819036116,6942.0,HAT-P-67b_OUT_3_after2,09:09:56
2020-06-18,20.562524893387593,0.32378890353750434,8542.0,2459018.8858515667,6942.0,HAT-P-67b_OUT_3_after2,09:15:37
2020-07-22,16.988950208629703,8.354214134482406,8542.0,2459052.789115412,7147.0,Hat-P-67,06:56:19
2020-07-22,1.7773335576024265,0.01539453940172298,8542.0,2459052.795407885,7147.0,Hat-P-67,07:05:23
2020-08-01,0.32825594666093066,0.4739441408593646,8542.0,2459062.7454122766,7227.0,Hat-P-67,05:53:23
2020-08-01,9.51194786058336,520.5873063572111,8542.0,2459062.7517045857,7227.0,Hat-P-67,06:02:27
2021-01-31,1.464383508963138,0.652240449237073,8542.0,2459246.0262003047,8486.0,hat-p-67b,12:37:43
2021-01-31,1.7123112808256666,0.27952471591535333,8542.0,2459246.032492967,8486.0,hat-p-67b,12:46:47
2021-02-01,-5.336083833633563,4.423587335614046,8542.0,2459247.0188089237,8486.0,hat-p-67b,12:27:05
2021-02-01,2.0179820625645,2.5044622094876345,8542.0,2459247.025101348,8486.0,hat-p-67b,12:36:08
2021-02-26,1.7165393708189138,0.024761296498486334,8542.0,2459271.936468128,8486.0,hat-p-67b,10:28:30
2021-02-26,1.7302710993307095,0.021387368794154992,8542.0,2459271.9427606836,8486.0,hat-p-67b,10:37:34
2021-03-04,2.049874246782151,3.2249733870482538,8542.0,2459277.9294781005,8486.0,hat-p-67b,10:18:26
2021-03-04,1.6805760035595172,0.4369658359748278,8542.0,2459277.9357705936,8486.0,hat-p-67b,10:27:30
