# Wavelength (A)   Flux density at planet (erg/s/cm^2/A)
4.809181690216064453e+00 1.481037364097737097e+01
9.661773681640625000e+00 4.090424111402812812e-01
1.538304710388183594e+01 6.987623281623321247e+00
1.977779579162597656e+01 8.841277458904285069e+00
2.345973968505859375e+01 8.969739574618197153e+00
2.906380081176757812e+01 5.054996994071267125e+00
3.409113693237304688e+01 5.435642157408120845e+00
3.957408714294433594e+01 2.511019224362939006e+00
4.713372802734375000e+01 2.708297311014336906e+00
5.046420288085937500e+01 4.508173075978415767e+00
5.059877014160156250e+01 4.525297840038640551e+00
5.080403137207031250e+01 1.024793745104170650e+00
5.101096534729003906e+01 9.372707690223930355e-01
5.121959304809570312e+01 6.220956775552121121e-01
5.142993545532226562e+01 5.705247714384654723e-01
5.164201164245605469e+01 6.348350944133006601e-01
5.185584068298339844e+01 6.202346419186044457e-01
5.207144927978515625e+01 6.584863478391748126e-01
5.228886032104492188e+01 3.684515278145625850e+00
5.250809478759765625e+01 1.381502009040925794e+00
5.272917366027832031e+01 6.804405624240534856e-01
5.295212173461914062e+01 7.721507921563604881e+00
5.317696571350097656e+01 1.526975038595175027e+00
5.340372467041015625e+01 6.106116743894015597e-01
5.363242721557617188e+01 7.390540376003753575e-01
5.386309623718261719e+01 6.177542086068353866e-01
5.409575653076171875e+01 4.323921728571018974e+00
5.433043670654296875e+01 1.740891438367279331e+00
5.456716346740722656e+01 7.430305590129162585e-01
5.480596160888671875e+01 6.618066342518867273e+00
5.504685592651367188e+01 1.141865372269503132e+00
5.528988075256347656e+01 8.834891496570609348e-01
5.553506088256835938e+01 8.049808223239618421e-01
5.578242301940917969e+01 1.372280578554846420e+00
5.603200149536132812e+01 7.676550058676858690e-01
5.628382110595703125e+01 1.486407041933377249e+00
5.653791427612304688e+01 5.985163640570132504e-01
5.679431533813476562e+01 5.962231786421010593e-01
5.705305099487304688e+01 5.713643257008030885e-01
5.731415367126464844e+01 9.685044325152654121e-01
5.757765579223632812e+01 5.399735532777341085e-01
5.784359359741210938e+01 2.587870309410777558e+00
5.811199951171875000e+01 4.956486086908540312e-01
5.838290786743164062e+01 5.211335649540672632e-01
5.865635681152343750e+01 4.767163448368559875e-01
5.893237686157226562e+01 5.356808095995203578e-01
5.921100616455078125e+01 5.806087886257328412e-01
5.949228286743164062e+01 6.977386382978811419e+00
5.977624511718750000e+01 4.917754781470135006e-01
6.006293106079101562e+01 5.302471219923661216e-01
6.035237884521484375e+01 5.102127632281213687e-01
6.064463043212890625e+01 5.411318808670095848e-01
6.093972778320312500e+01 6.481968244451390415e-01
6.123771286010742188e+01 4.690772283223082484e-01
6.153862380981445312e+01 4.624232952246017936e-01
6.184250450134277344e+01 4.965429378829261386e-01
6.214940261840820312e+01 5.311069754136272802e-01
6.245936393737792969e+01 6.172365618324184844e-01
6.277243232727050781e+01 5.753067649348425405e+00
6.308865356445312500e+01 1.291976960078313974e+00
6.340807723999023438e+01 2.166258017655338541e+00
6.373075485229492188e+01 1.079772978402260364e+01
6.405673217773437500e+01 2.787397994773187282e+00
6.438605499267578125e+01 4.487002620301634437e-01
6.471878433227539062e+01 1.008603033904288626e+00
6.505497741699218750e+01 4.211681884329211423e-01
6.539468002319335938e+01 5.074597307983125249e-01
6.573794555664062500e+01 1.875141984979121101e+00
6.608483123779296875e+01 4.101141484214735122e+00
6.643539810180664062e+01 5.453294918262752589e+00
6.678970718383789062e+01 4.074435152705266350e-01
6.714781188964843750e+01 4.680904413812432274e-01
6.750977706909179688e+01 7.476839863102798800e-01
6.787567138671875000e+01 6.071423039563583757e-01
6.824555587768554688e+01 3.732725962807741937e-01
6.861949157714843750e+01 4.295231691821824738e-01
6.899754333496093750e+01 4.364406633523039702e-01
