x, y
0.19043253706557733, 2.2914798206278024
0.19043253706557733, 2.1883408071748875
0.192051153585665, 2.098654708520179
0.19866437130832484, 2.004484304932735
0.209013620371056, 1.8789237668161431
0.21990200463682863, 1.7668161434977576
0.2393243323867596, 1.6367713004484303
0.27172109594592364, 1.5112107623318385
0.3111255130991551, 1.4080717488789236
0.33575116381494113, 1.3452914798206277
0.4219521745930311, 1.2556053811659191
0.5347917498927318, 1.201793721973094
0.7376729118716941, 1.1659192825112106
1.0004409031008519, 1.1524663677130045
1.4766470796410773, 1.1434977578475336
2.124881335466369, 1.1434977578475336
3.4423370202611396, 1.130044843049327
5.211538602660891, 1.10762331838565
7.499355301977976, 1.076233183856502
11.945136092581615, 1.0179372197309415
