x, y
0.08667519834199966, 2.295964125560538
0.08667519834199966, 2.219730941704036
0.0874119101984926, 2.094170403587444
0.09119046803678961, 1.9192825112107623
0.09513236173292264, 1.7533632286995515
0.09757882379532387, 1.6502242152466364
0.1044147163433517, 1.5201793721973094
0.10985411092696663, 1.4304932735426008
0.12263128570229202, 1.3139013452914796
0.1440259836893643, 1.2152466367713004
0.17350329183740784, 1.139013452914798
0.20550531298801794, 1.1031390134529147
0.27172109594592364, 1.062780269058296
0.4010593345012137, 1.0403587443946185
0.5439215082296655, 1.0313901345291479
0.7131169658699581, 1.0313901345291479
0.9753581994986384, 1.0313901345291479
1.4642018257968703, 1.0403587443946185
2.1611564894704465, 1.0493273542600894
3.057684366199958, 1.0493273542600894
5.038054856066215, 1.0448430493273542
7.75759311240301, 1.022421524663677
10.791502132708032, 0.9999999999999998
12.046665982967369, 0.9865470852017936
